Date,Open,High,Low,Close
04/01/2014,"1.3772","1.3794","1.3772","1.3794"
03/31/2014,"1.3753","1.3772","1.3753","1.3772"
03/28/2014,"1.3741","1.3753","1.3741","1.3753"
03/27/2014,"1.3783","1.3783","1.3741","1.3741"
03/26/2014,"1.3827","1.3827","1.3783","1.3783"
03/25/2014,"1.3840","1.3840","1.3827","1.3827"
03/24/2014,"1.3794","1.3840","1.3794","1.3840"
03/21/2014,"1.3779","1.3794","1.3779","1.3794"
03/20/2014,"1.3833","1.3833","1.3779","1.3779"
03/19/2014,"1.3935","1.3935","1.3833","1.3833"
03/18/2014,"1.3923","1.3935","1.3923","1.3935"
03/17/2014,"1.3913","1.3923","1.3913","1.3923"
03/14/2014,"1.3870","1.3913","1.3870","1.3913"
03/13/2014,"1.3905","1.3905","1.3870","1.3870"
03/12/2014,"1.3860","1.3905","1.3860","1.3905"
03/11/2014,"1.3877","1.3877","1.3860","1.3860"
03/10/2014,"1.3878","1.3878","1.3877","1.3877"
03/07/2014,"1.3861","1.3878","1.3861","1.3878"
03/06/2014,"1.3735","1.3861","1.3735","1.3861"
03/05/2014,"1.3744","1.3744","1.3735","1.3735"
03/04/2014,"1.3736","1.3744","1.3736","1.3744"
03/03/2014,"1.3803","1.3803","1.3736","1.3736"
02/28/2014,"1.3711","1.3803","1.3711","1.3803"
02/27/2014,"1.3688","1.3711","1.3688","1.3711"
02/26/2014,"1.3746","1.3746","1.3688","1.3688"
02/25/2014,"1.3736","1.3746","1.3736","1.3746"
02/24/2014,"1.3740","1.3740","1.3736","1.3736"
02/21/2014,"1.3719","1.3740","1.3719","1.3740"
02/20/2014,"1.3733","1.3733","1.3719","1.3719"
02/19/2014,"1.3759","1.3759","1.3733","1.3733"
02/18/2014,"1.3709","1.3759","1.3709","1.3759"
02/17/2014,"1.3694","1.3709","1.3694","1.3709"
02/14/2014,"1.3681","1.3694","1.3681","1.3694"
02/13/2014,"1.3594","1.3681","1.3594","1.3681"
02/12/2014,"1.3638","1.3638","1.3594","1.3594"
02/11/2014,"1.3646","1.3646","1.3638","1.3638"
02/10/2014,"1.3635","1.3646","1.3635","1.3646"
02/07/2014,"1.3591","1.3635","1.3591","1.3635"
02/06/2014,"1.3534","1.3591","1.3534","1.3591"
02/05/2014,"1.3519","1.3534","1.3519","1.3534"
02/04/2014,"1.3526","1.3526","1.3519","1.3519"
02/03/2014,"1.3489","1.3526","1.3489","1.3526"
01/31/2014,"1.3557","1.3557","1.3489","1.3489"
01/30/2014,"1.3664","1.3664","1.3557","1.3557"
01/29/2014,"1.3671","1.3671","1.3664","1.3664"
01/28/2014,"1.3674","1.3674","1.3671","1.3671"
01/27/2014,"1.3679","1.3679","1.3674","1.3674"
01/24/2014,"1.3698","1.3698","1.3679","1.3679"
01/23/2014,"1.3547","1.3698","1.3547","1.3698"
01/22/2014,"1.3562","1.3562","1.3547","1.3547"
01/21/2014,"1.3553","1.3562","1.3553","1.3562"
01/20/2014,"1.3543","1.3553","1.3543","1.3553"
01/17/2014,"1.3621","1.3621","1.3543","1.3543"
01/16/2014,"1.3606","1.3621","1.3606","1.3621"
01/15/2014,"1.3680","1.3680","1.3606","1.3606"
01/14/2014,"1.3673","1.3680","1.3673","1.3680"
01/13/2014,"1.3671","1.3673","1.3671","1.3673"
01/10/2014,"1.3609","1.3671","1.3609","1.3671"
01/09/2014,"1.3576","1.3609","1.3576","1.3609"
01/08/2014,"1.3617","1.3617","1.3576","1.3576"
01/07/2014,"1.3629","1.3629","1.3617","1.3617"
01/06/2014,"1.3590","1.3629","1.3590","1.3629"
01/03/2014,"1.3673","1.3673","1.3590","1.3590"
01/02/2014,"1.3752","1.3752","1.3673","1.3673"
01/01/2014,"1.3740","1.3752","1.3740","1.3752"
12/31/2013,"1.3803","1.3810","1.3740","1.3740"
12/30/2013,"1.3748","1.3803","1.3748","1.3803"
12/27/2013,"1.3692","1.3748","1.3692","1.3748"
12/26/2013,"1.3680","1.3692","1.3680","1.3692"
12/25/2013,"1.3681","1.3681","1.3680","1.3680"
12/24/2013,"1.3697","1.3697","1.3681","1.3681"
12/23/2013,"1.3673","1.3697","1.3673","1.3697"
12/20/2013,"1.3661","1.3673","1.3661","1.3673"
12/19/2013,"1.3683","1.3683","1.3661","1.3661"
12/18/2013,"1.3769","1.3769","1.3683","1.3683"
12/17/2013,"1.3762","1.3769","1.3762","1.3769"
12/16/2013,"1.3744","1.3762","1.3744","1.3762"
12/13/2013,"1.3754","1.3754","1.3744","1.3744"
12/12/2013,"1.3788","1.3788","1.3754","1.3754"
12/11/2013,"1.3762","1.3788","1.3762","1.3788"
12/10/2013,"1.3740","1.3762","1.3740","1.3762"
