Date,Open,High,Low,Close
04/01/2016,"1.1380","1.1438","1.1336","1.1392"
03/31/2016,"1.1338","1.1413","1.1311","1.1381"
03/30/2016,"1.1291","1.1366","1.1284","1.1339"
03/29/2016,"1.1197","1.1306","1.1170","1.1292"
03/28/2016,"1.1168","1.1221","1.1154","1.1196"
03/25/2016,"1.1177","1.1182","1.1155","1.1168"
03/24/2016,"1.1183","1.1189","1.1145","1.1174"
03/23/2016,"1.1216","1.1226","1.1160","1.1182"
03/22/2016,"1.1242","1.1263","1.1190","1.1218"
03/21/2016,"1.1270","1.1287","1.1235","1.1243"
03/18/2016,"1.1318","1.1339","1.1257","1.1270"
03/17/2016,"1.1228","1.1344","1.1206","1.1320"
03/16/2016,"1.1110","1.1241","1.1059","1.1226"
03/15/2016,"1.1103","1.1127","1.1073","1.1109"
03/14/2016,"1.1151","1.1169","1.1079","1.1105"
03/11/2016,"1.1177","1.1212","1.1081","1.1151"
03/10/2016,"1.1002","1.1218","1.0824","1.1182"
03/09/2016,"1.1012","1.1037","1.0947","1.0999"
03/08/2016,"1.1014","1.1059","1.0995","1.1013"
03/07/2016,"1.1006","1.1028","1.0941","1.1012"
03/04/2016,"1.0958","1.1045","1.0866","1.1006"
03/03/2016,"1.0868","1.0971","1.0854","1.0957"
03/02/2016,"1.0868","1.0883","1.0826","1.0870"
03/01/2016,"1.0875","1.0895","1.0835","1.0869"
02/29/2016,"1.0933","1.0964","1.0860","1.0874"
02/26/2016,"1.1020","1.1070","1.0913","1.0933"
02/25/2016,"1.1014","1.1052","1.0989","1.1019"
02/24/2016,"1.1022","1.1047","1.0960","1.1015"
02/23/2016,"1.1031","1.1053","1.0990","1.1020"
02/22/2016,"1.1131","1.1131","1.1004","1.1030"
02/19/2016,"1.1110","1.1140","1.1067","1.1131"
02/18/2016,"1.1129","1.1152","1.1072","1.1109"
02/17/2016,"1.1146","1.1180","1.1107","1.1130"
02/16/2016,"1.1157","1.1194","1.1126","1.1145"
02/15/2016,"1.1256","1.1256","1.1128","1.1155"
02/12/2016,"1.1324","1.1335","1.1215","1.1256"
02/11/2016,"1.1293","1.1377","1.1275","1.1325"
02/10/2016,"1.1295","1.1312","1.1162","1.1292"
02/09/2016,"1.1194","1.1339","1.1164","1.1294"
02/08/2016,"1.1158","1.1217","1.1087","1.1193"
02/05/2016,"1.1208","1.1244","1.1110","1.1158"
02/04/2016,"1.1106","1.1241","1.1070","1.1211"
02/03/2016,"1.0921","1.1146","1.0904","1.1104"
02/02/2016,"1.0889","1.0942","1.0886","1.0920"
02/01/2016,"1.0833","1.0915","1.0833","1.0888"
01/29/2016,"1.0942","1.0950","1.0811","1.0833"
01/28/2016,"1.0894","1.0968","1.0870","1.0940"
01/27/2016,"1.0869","1.0918","1.0851","1.0895"
01/26/2016,"1.0851","1.0876","1.0820","1.0871"
01/25/2016,"1.0799","1.0859","1.0795","1.0850"
01/22/2016,"1.0876","1.0878","1.0790","1.0799"
01/21/2016,"1.0890","1.0923","1.0780","1.0875"
01/20/2016,"1.0908","1.0978","1.0878","1.0892"
01/19/2016,"1.0895","1.0941","1.0860","1.0910"
01/18/2016,"1.0917","1.0922","1.0870","1.0894"
01/15/2016,"1.0865","1.0986","1.0855","1.0917"
01/14/2016,"1.0879","1.0944","1.0835","1.0867"
01/13/2016,"1.0861","1.0889","1.0806","1.0877"
01/12/2016,"1.0860","1.0903","1.0821","1.0860"
01/11/2016,"1.0926","1.0947","1.0849","1.0861"
01/08/2016,"1.0932","1.0936","1.0804","1.0926"
01/07/2016,"1.0782","1.0942","1.0773","1.0933"
01/06/2016,"1.0748","1.0800","1.0720","1.0781"
01/05/2016,"1.0824","1.0840","1.0711","1.0749"
01/04/2016,"1.0861","1.0947","1.0783","1.0832"
01/01/2016,"1.0864","1.0873","1.0853","1.0861"
12/31/2015,"1.0934","1.0940","1.0854","1.0861"
12/30/2015,"1.0926","1.0945","1.0903","1.0933"
12/29/2015,"1.0970","1.0993","1.0901","1.0921"
12/28/2015,"1.0978","1.0994","1.0956","1.0969"
12/25/2015,"1.0964","1.1026","1.0913","1.0978"
12/24/2015,"1.0914","1.0972","1.0904","1.0965"
12/23/2015,"1.0955","1.0960","1.0871","1.0913"
12/22/2015,"1.0917","1.0985","1.0904","1.0958"
12/21/2015,"1.0868","1.0941","1.0850","1.0916"
12/18/2015,"1.0822","1.0876","1.0805","1.0868"
12/17/2015,"1.0912","1.0916","1.0803","1.0827"
12/16/2015,"1.0933","1.1011","1.0890","1.0913"
12/15/2015,"1.0994","1.1061","1.0906","1.0932"
12/14/2015,"1.0991","1.1049","1.0946","1.0993"
12/11/2015,"1.0941","1.1032","1.0928","1.0991"
12/10/2015,"1.1027","1.1027","1.0926","1.0943"
12/09/2015,"1.0894","1.1043","1.0880","1.1026"
12/08/2015,"1.0837","1.0904","1.0831","1.0893"
12/07/2015,"1.0885","1.0885","1.0797","1.0838"
12/04/2015,"1.0942","1.0956","1.0839","1.0885"
12/03/2015,"1.0615","1.0982","1.0525","1.0941"
12/02/2015,"1.0633","1.0642","1.0554","1.0616"
12/01/2015,"1.0566","1.0639","1.0564","1.0634"
11/30/2015,"1.0594","1.0596","1.0559","1.0565"
11/27/2015,"1.0612","1.0640","1.0569","1.0594"
11/26/2015,"1.0625","1.0629","1.0600","1.0611"
11/25/2015,"1.0646","1.0690","1.0567","1.0626"
11/24/2015,"1.0638","1.0675","1.0621","1.0644"
11/23/2015,"1.0647","1.0661","1.0594","1.0637"
11/20/2015,"1.0736","1.0741","1.0641","1.0647"
11/19/2015,"1.0661","1.0765","1.0656","1.0735"
11/18/2015,"1.0645","1.0693","1.0618","1.0660"
11/17/2015,"1.0687","1.0697","1.0631","1.0644"
11/16/2015,"1.0774","1.0774","1.0676","1.0686"
11/13/2015,"1.0814","1.0818","1.0715","1.0774"
11/12/2015,"1.0740","1.0830","1.0693","1.0815"
11/11/2015,"1.0724","1.0775","1.0707","1.0744"
11/10/2015,"1.0752","1.0766","1.0676","1.0725"
11/09/2015,"1.0742","1.0791","1.0728","1.0753"
11/06/2015,"1.0886","1.0896","1.0708","1.0742"
11/05/2015,"1.0868","1.0899","1.0835","1.0884"
11/04/2015,"1.0964","1.0970","1.0844","1.0867"
11/03/2015,"1.1017","1.1032","1.0937","1.0965"
11/02/2015,"1.1007","1.1054","1.1002","1.1016"
10/30/2015,"1.0978","1.1073","1.0966","1.1007"
10/29/2015,"1.0926","1.0986","1.0903","1.0979"
10/28/2015,"1.1051","1.1096","1.0898","1.0925"
10/27/2015,"1.1058","1.1079","1.1031","1.1049"
10/26/2015,"1.1018","1.1070","1.1005","1.1059"
10/23/2015,"1.1109","1.1142","1.0996","1.1018"
10/22/2015,"1.1341","1.1353","1.1101","1.1110"
10/21/2015,"1.1346","1.1379","1.1335","1.1340"
10/20/2015,"1.1329","1.1388","1.1325","1.1348"
10/19/2015,"1.1350","1.1381","1.1307","1.1327"
10/16/2015,"1.1386","1.1402","1.1336","1.1350"
10/15/2015,"1.1475","1.1497","1.1364","1.1384"
10/14/2015,"1.1381","1.1492","1.1378","1.1474"
10/13/2015,"1.1361","1.1412","1.1345","1.1380"
10/12/2015,"1.1359","1.1399","1.1358","1.1360"
10/09/2015,"1.1277","1.1389","1.1268","1.1359"
10/08/2015,"1.1239","1.1328","1.1236","1.1278"
10/07/2015,"1.1272","1.1284","1.1213","1.1238"
10/06/2015,"1.1190","1.1281","1.1173","1.1273"
10/05/2015,"1.1214","1.1291","1.1175","1.1189"
10/02/2015,"1.1196","1.1320","1.1151","1.1214"
10/01/2015,"1.1177","1.1210","1.1136","1.1197"
09/30/2015,"1.1250","1.1263","1.1158","1.1178"
09/29/2015,"1.1244","1.1282","1.1190","1.1249"
09/28/2015,"1.1199","1.1250","1.1148","1.1245"
09/25/2015,"1.1232","1.1234","1.1118","1.1199"
09/24/2015,"1.1188","1.1297","1.1165","1.1233"
09/23/2015,"1.1124","1.1214","1.1105","1.1187"
09/22/2015,"1.1189","1.1209","1.1114","1.1129"
