Date,Open,High,Low,Close
04/01/2022,"1,942.40","1,944.50","1,921.40","1,923.70"
03/31/2022,"1,937.30","1,955.00","1,923.00","1,954.00"
03/30/2022,"1,924.00","1,943.40","1,920.10","1,939.00"
03/29/2022,"1,922.40","1,929.40","1,888.30","1,912.20"
03/28/2022,"1,958.70","1,959.80","1,915.70","1,939.80"
03/25/2022,"1,957.80","1,965.10","1,942.60","1,954.20"
03/24/2022,"1,944.10","1,967.20","1,937.40","1,962.20"
03/23/2022,"1,920.90","1,948.80","1,915.60","1,937.30"
03/22/2022,"1,936.10","1,939.50","1,909.80","1,921.50"
03/21/2022,"1,922.40","1,941.80","1,917.20","1,929.50"
03/18/2022,"1,943.90","1,946.20","1,918.00","1,929.30"
03/17/2022,"1,928.40","1,951.00","1,924.00","1,943.20"
03/16/2022,"1,920.10","1,930.10","1,895.20","1,909.20"
03/15/2022,"1,953.70","1,956.90","1,908.10","1,929.70"
03/14/2022,"1,988.70","1,994.80","1,952.00","1,960.80"
03/11/2022,"2,000.30","2,004.00","1,960.60","1,985.00"
03/10/2022,"1,992.80","2,015.10","1,975.00","2,000.40"
03/09/2022,"2,060.20","2,068.50","1,981.00","1,988.20"
03/08/2022,"2,001.00","2,078.80","1,985.80","2,043.30"
03/07/2022,"1,978.50","2,007.50","1,964.20","1,995.90"
03/04/2022,"1,938.50","1,974.90","1,931.50","1,966.60"
03/03/2022,"1,931.70","1,944.60","1,923.10","1,935.90"
03/02/2022,"1,945.30","1,951.40","1,916.00","1,922.30"
03/01/2022,"1,908.40","1,952.60","1,903.00","1,943.80"
02/28/2022,"1,921.00","1,935.20","1,892.20","1,900.70"
02/25/2022,"1,906.50","1,925.00","1,884.40","1,887.60"
02/24/2022,"1,911.90","1,976.50","1,878.60","1,926.30"
02/23/2022,"1,901.20","1,912.90","1,891.10","1,910.40"
02/22/2022,"1,912.00","1,918.30","1,892.80","1,907.40"
02/18/2022,"1,901.40","1,905.00","1,888.00","1,899.80"
02/17/2022,"1,872.00","1,904.00","1,869.70","1,902.00"
02/16/2022,"1,855.50","1,874.60","1,851.80","1,871.50"
02/15/2022,"1,873.80","1,881.60","1,845.40","1,856.20"
02/14/2022,"1,862.20","1,876.50","1,851.90","1,869.40"
02/11/2022,"1,827.00","1,867.40","1,821.10","1,842.10"
02/10/2022,"1,834.00","1,843.30","1,821.80","1,837.40"
02/09/2022,"1,827.00","1,837.10","1,825.50","1,836.60"
02/08/2022,"1,821.50","1,829.90","1,816.00","1,827.90"
02/07/2022,"1,808.00","1,824.60","1,807.50","1,821.80"
02/04/2022,"1,805.40","1,815.80","1,792.10","1,807.80"
02/03/2022,"1,807.40","1,809.50","1,788.50","1,804.10"
02/02/2022,"1,800.80","1,812.00","1,794.60","1,810.30"
02/01/2022,"1,798.90","1,809.70","1,796.20","1,801.50"
01/31/2022,"1,792.80","1,800.90","1,785.80","1,796.40"
01/28/2022,"1,799.60","1,800.30","1,780.60","1,786.60"
01/27/2022,"1,819.00","1,821.40","1,790.60","1,793.10"
01/26/2022,"1,848.00","1,850.20","1,814.10","1,829.70"
01/25/2022,"1,843.60","1,854.20","1,834.40","1,852.50"
01/24/2022,"1,835.20","1,844.90","1,829.30","1,841.70"
01/21/2022,"1,840.60","1,843.70","1,828.40","1,831.80"
01/20/2022,"1,840.10","1,848.50","1,836.20","1,842.60"
01/19/2022,"1,812.90","1,843.90","1,809.00","1,843.20"
01/18/2022,"1,818.90","1,822.40","1,804.70","1,812.40"
01/14/2022,"1,822.10","1,829.30","1,814.20","1,816.50"
01/13/2022,"1,825.70","1,828.30","1,811.80","1,821.40"
01/12/2022,"1,821.30","1,828.20","1,814.40","1,827.30"
01/11/2022,"1,801.30","1,823.10","1,799.70","1,818.50"
01/10/2022,"1,796.40","1,802.00","1,789.30","1,798.80"
01/07/2022,"1,791.00","1,798.40","1,781.30","1,797.40"
01/06/2022,"1,810.60","1,811.60","1,785.40","1,789.20"
01/05/2022,"1,815.20","1,830.70","1,808.20","1,825.10"
01/04/2022,"1,801.10","1,817.20","1,798.10","1,814.60"
01/03/2022,"1,830.10","1,833.00","1,798.20","1,800.10"
12/31/2021,"1,817.00","1,831.40","1,815.40","1,828.60"
12/30/2021,"1,805.60","1,818.10","1,796.20","1,814.10"
12/29/2021,"1,806.60","1,808.00","1,789.10","1,805.80"
12/28/2021,"1,812.10","1,821.60","1,805.50","1,810.90"
12/27/2021,"1,810.20","1,814.60","1,803.60","1,808.80"
12/23/2021,"1,805.60","1,812.00","1,799.00","1,811.70"
12/22/2021,"1,789.40","1,806.30","1,785.80","1,802.20"
12/21/2021,"1,791.40","1,801.70","1,785.00","1,788.70"
12/20/2021,"1,800.20","1,804.60","1,789.00","1,794.60"
12/17/2021,"1,801.50","1,815.70","1,796.50","1,804.90"
12/16/2021,"1,777.90","1,800.70","1,775.70","1,798.20"
12/15/2021,"1,771.90","1,781.30","1,753.00","1,764.50"
12/14/2021,"1,787.60","1,789.80","1,766.10","1,772.30"
12/13/2021,"1,784.20","1,792.80","1,782.20","1,788.30"
12/10/2021,"1,776.30","1,791.00","1,770.40","1,784.80"
12/09/2021,"1,784.30","1,788.40","1,773.30","1,776.70"
12/08/2021,"1,785.10","1,794.30","1,780.10","1,785.50"
12/07/2021,"1,779.50","1,789.30","1,772.40","1,784.70"
12/06/2021,"1,787.70","1,789.00","1,776.40","1,779.50"
12/03/2021,"1,769.40","1,788.00","1,766.00","1,783.90"
12/02/2021,"1,783.80","1,785.20","1,762.20","1,762.70"
12/01/2021,"1,777.40","1,795.70","1,773.70","1,784.30"
