Date,Open,High,Low,Close
04/01/2015,"1,183.20","1,208.70","1,180.50","1,208.20"
03/31/2015,"1,185.50","1,190.60","1,178.20","1,183.20"
03/30/2015,"1,198.00","1,198.50","1,181.60","1,184.80"
03/27/2015,"1,203.80","1,205.60","1,191.70","1,199.80"
03/26/2015,"1,195.40","1,219.50","1,193.80","1,204.80"
03/25/2015,"1,192.50","1,199.30","1,186.10","1,197.00"
03/24/2015,"1,188.50","1,194.50","1,184.70","1,191.40"
03/23/2015,"1,183.20","1,191.00","1,178.60","1,187.70"
03/20/2015,"1,170.40","1,187.40","1,167.90","1,184.60"
03/19/2015,"1,166.10","1,177.00","1,158.60","1,169.00"
03/18/2015,"1,148.10","1,175.10","1,144.90","1,151.30"
03/17/2015,"1,153.70","1,159.30","1,141.60","1,148.20"
03/16/2015,"1,157.90","1,163.30","1,149.30","1,153.20"
03/13/2015,"1,152.60","1,160.90","1,150.40","1,152.40"
03/12/2015,"1,153.70","1,165.70","1,147.50","1,151.90"
03/11/2015,"1,161.10","1,164.30","1,146.50","1,150.60"
03/10/2015,"1,165.60","1,169.60","1,153.80","1,160.10"
03/09/2015,"1,169.60","1,174.40","1,164.80","1,166.50"
03/06/2015,"1,197.50","1,200.00","1,162.90","1,164.30"
03/05/2015,"1,200.20","1,208.90","1,195.80","1,196.20"
03/04/2015,"1,203.80","1,208.40","1,197.70","1,200.90"
03/03/2015,"1,206.10","1,214.40","1,194.60","1,204.40"
03/02/2015,"1,213.80","1,223.00","1,204.20","1,208.20"
02/27/2015,"1,208.80","1,219.20","1,204.10","1,213.10"
02/26/2015,"1,203.90","1,219.90","1,203.40","1,210.10"
02/25/2015,"1,200.80","1,211.70","1,200.70","1,201.50"
02/24/2015,"1,201.90","1,204.40","1,190.00","1,197.30"
02/23/2015,"1,203.50","1,210.30","1,190.60","1,200.80"
02/20/2015,"1,208.00","1,215.30","1,197.70","1,204.90"
02/19/2015,"1,212.50","1,222.90","1,205.20","1,207.60"
02/18/2015,"1,209.30","1,213.40","1,197.20","1,200.20"
02/17/2015,"1,230.90","1,236.70","1,203.30","1,208.60"
02/13/2015,"1,223.00","1,234.90","1,222.50","1,227.10"
02/12/2015,"1,218.30","1,232.80","1,218.00","1,220.70"
02/11/2015,"1,234.10","1,238.70","1,216.50","1,219.60"
02/10/2015,"1,238.30","1,245.90","1,230.60","1,232.20"
02/09/2015,"1,235.90","1,243.60","1,234.40","1,241.50"
02/06/2015,"1,266.40","1,269.00","1,228.20","1,234.60"
02/05/2015,"1,270.40","1,274.60","1,256.10","1,262.70"
02/04/2015,"1,261.50","1,273.30","1,256.90","1,264.50"
02/03/2015,"1,275.60","1,286.50","1,255.80","1,260.30"
02/02/2015,"1,283.00","1,283.90","1,266.50","1,276.90"
01/30/2015,"1,259.00","1,285.40","1,257.50","1,279.20"
01/29/2015,"1,283.30","1,285.40","1,251.00","1,254.60"
01/28/2015,"1,292.00","1,293.30","1,279.00","1,285.90"
01/27/2015,"1,280.70","1,297.40","1,272.00","1,291.70"
01/26/2015,"1,292.80","1,299.20","1,275.60","1,279.40"
01/23/2015,"1,301.50","1,302.90","1,284.30","1,292.60"
01/22/2015,"1,293.70","1,307.80","1,279.10","1,300.70"
01/21/2015,"1,295.30","1,307.00","1,284.60","1,293.70"
01/20/2015,"1,276.30","1,297.20","1,272.10","1,294.20"
01/16/2015,"1,263.50","1,282.40","1,255.20","1,276.90"
01/15/2015,"1,229.70","1,267.20","1,226.10","1,264.80"
01/14/2015,"1,231.20","1,244.60","1,224.90","1,234.50"
01/13/2015,"1,233.10","1,244.50","1,227.40","1,234.40"
01/12/2015,"1,223.00","1,236.00","1,217.50","1,232.80"
01/09/2015,"1,208.90","1,224.00","1,207.00","1,216.10"
01/08/2015,"1,211.00","1,216.80","1,204.20","1,208.50"
01/07/2015,"1,219.00","1,219.40","1,209.10","1,210.70"
01/06/2015,"1,204.00","1,223.30","1,201.60","1,219.40"
01/05/2015,"1,187.80","1,207.50","1,177.80","1,204.00"
01/02/2015,"1,184.00","1,194.90","1,167.30","1,186.20"
12/31/2014,"1,199.80","1,203.90","1,179.50","1,184.10"
12/30/2014,"1,182.90","1,210.90","1,180.50","1,200.40"
12/29/2014,"1,194.90","1,197.50","1,178.60","1,181.90"
12/26/2014,"1,175.20","1,199.10","1,175.20","1,195.30"
12/24/2014,"1,176.80","1,181.20","1,172.70","1,173.50"
12/23/2014,"1,176.10","1,184.90","1,172.40","1,178.00"
12/22/2014,"1,196.00","1,203.60","1,170.70","1,179.80"
12/19/2014,"1,198.00","1,201.50","1,193.20","1,196.00"
12/18/2014,"1,189.40","1,213.90","1,188.50","1,194.80"
12/17/2014,"1,195.30","1,203.10","1,182.00","1,194.50"
12/16/2014,"1,195.40","1,223.90","1,187.80","1,194.30"
12/15/2014,"1,222.00","1,225.00","1,191.30","1,207.70"
12/12/2014,"1,227.90","1,228.90","1,214.80","1,222.50"
12/11/2014,"1,226.20","1,233.40","1,216.40","1,225.60"
12/10/2014,"1,231.20","1,238.90","1,225.20","1,229.40"
12/09/2014,"1,203.80","1,239.00","1,199.50","1,232.00"
12/08/2014,"1,191.20","1,209.30","1,187.30","1,194.90"
12/05/2014,"1,205.90","1,208.50","1,186.40","1,190.40"
12/04/2014,"1,209.30","1,213.50","1,201.10","1,207.70"
12/03/2014,"1,197.60","1,215.00","1,193.50","1,208.70"
12/02/2014,"1,212.60","1,212.60","1,191.40","1,199.40"
12/01/2014,"1,159.40","1,221.00","1,141.70","1,218.10"
11/28/2014,"1,188.90","1,198.20","1,163.80","1,175.20"
11/26/2014,"1,200.50","1,201.00","1,193.70","1,196.60"
11/25/2014,"1,197.70","1,202.20","1,189.00","1,197.10"
11/24/2014,"1,199.90","1,203.80","1,192.20","1,195.70"
11/21/2014,"1,194.00","1,207.60","1,186.10","1,197.70"
11/20/2014,"1,183.10","1,196.60","1,176.20","1,190.90"
11/19/2014,"1,196.50","1,201.70","1,173.90","1,193.90"
11/18/2014,"1,185.60","1,204.10","1,182.70","1,197.10"
11/17/2014,"1,185.50","1,193.60","1,180.80","1,183.50"
11/14/2014,"1,161.80","1,192.90","1,146.00","1,185.60"
11/13/2014,"1,161.10","1,167.40","1,153.00","1,161.50"
11/12/2014,"1,163.00","1,169.40","1,156.50","1,159.10"
11/11/2014,"1,151.50","1,172.50","1,145.50","1,163.00"
11/10/2014,"1,176.80","1,177.50","1,146.70","1,159.80"
11/07/2014,"1,141.20","1,179.00","1,130.40","1,169.80"
11/06/2014,"1,140.80","1,149.00","1,137.20","1,142.60"
11/05/2014,"1,168.40","1,169.30","1,137.10","1,145.70"
11/04/2014,"1,164.60","1,175.00","1,163.40","1,167.70"
11/03/2014,"1,171.10","1,173.40","1,161.00","1,169.80"
10/31/2014,"1,199.50","1,202.40","1,160.50","1,171.60"
10/30/2014,"1,211.20","1,216.50","1,195.50","1,198.60"
10/29/2014,"1,227.80","1,230.40","1,208.20","1,224.90"
10/28/2014,"1,225.80","1,235.50","1,222.20","1,229.40"
10/27/2014,"1,230.60","1,232.10","1,225.20","1,229.30"
10/24/2014,"1,233.50","1,234.70","1,228.70","1,231.80"
10/23/2014,"1,241.70","1,244.90","1,226.30","1,229.10"
10/22/2014,"1,248.90","1,250.20","1,240.70","1,245.50"
10/21/2014,"1,246.80","1,255.60","1,245.70","1,251.70"
10/20/2014,"1,239.10","1,249.30","1,234.90","1,244.70"
10/17/2014,"1,239.50","1,242.10","1,232.00","1,239.00"
10/16/2014,"1,242.20","1,245.60","1,235.20","1,241.20"
10/15/2014,"1,233.30","1,250.30","1,222.00","1,244.80"
10/14/2014,"1,237.30","1,238.60","1,231.10","1,234.30"
10/13/2014,"1,224.80","1,238.00","1,223.60","1,230.00"
10/10/2014,"1,224.00","1,225.70","1,217.60","1,221.70"
10/09/2014,"1,221.10","1,234.00","1,219.30","1,225.30"
10/08/2014,"1,209.80","1,224.50","1,205.10","1,206.00"
10/07/2014,"1,207.80","1,214.10","1,203.00","1,212.40"
10/06/2014,"1,192.00","1,209.90","1,183.30","1,207.30"
10/03/2014,"1,213.90","1,215.70","1,190.30","1,192.90"
10/02/2014,"1,213.40","1,224.00","1,209.10","1,215.10"
10/01/2014,"1,209.40","1,220.00","1,205.00","1,215.50"
09/30/2014,"1,215.70","1,220.70","1,204.30","1,211.60"
09/29/2014,"1,219.10","1,223.90","1,215.30","1,218.80"
09/26/2014,"1,222.10","1,232.70","1,212.80","1,215.40"
09/25/2014,"1,217.30","1,225.30","1,206.60","1,221.90"
09/24/2014,"1,223.20","1,226.70","1,216.20","1,219.50"
09/23/2014,"1,214.90","1,237.00","1,214.70","1,222.00"
09/22/2014,"1,216.40","1,221.00","1,208.80","1,217.90"
09/19/2014,"1,225.60","1,229.20","1,214.20","1,216.60"
09/18/2014,"1,223.10","1,228.70","1,216.30","1,226.90"
09/17/2014,"1,235.30","1,240.50","1,222.00","1,235.90"
09/16/2014,"1,233.20","1,243.20","1,232.20","1,236.70"
09/15/2014,"1,228.30","1,239.20","1,226.30","1,235.10"
09/12/2014,"1,240.90","1,242.30","1,228.10","1,231.50"
09/11/2014,"1,249.80","1,251.00","1,235.30","1,239.00"
09/10/2014,"1,256.20","1,258.50","1,244.50","1,245.30"
09/09/2014,"1,257.10","1,258.90","1,248.10","1,248.50"
09/08/2014,"1,269.50","1,272.60","1,252.10","1,254.30"
09/05/2014,"1,261.70","1,274.80","1,258.00","1,267.30"
09/04/2014,"1,269.80","1,279.20","1,261.30","1,266.50"
09/03/2014,"1,266.70","1,272.40","1,261.90","1,270.30"
09/02/2014,"1,288.40","1,290.90","1,263.10","1,265.00"
08/29/2014,"1,290.40","1,292.50","1,284.10","1,287.40"
08/28/2014,"1,283.70","1,297.60","1,283.00","1,290.40"
08/27/2014,"1,281.60","1,288.20","1,280.90","1,283.40"
08/26/2014,"1,277.40","1,291.90","1,275.70","1,285.20"
08/25/2014,"1,280.80","1,281.60","1,275.00","1,278.90"
08/22/2014,"1,278.20","1,283.90","1,274.60","1,280.20"
08/21/2014,"1,291.90","1,292.00","1,273.40","1,275.40"
08/20/2014,"1,297.20","1,299.30","1,288.70","1,295.20"
08/19/2014,"1,298.60","1,303.70","1,294.70","1,296.70"
08/18/2014,"1,304.20","1,304.90","1,296.50","1,299.30"
08/15/2014,"1,313.40","1,316.50","1,293.00","1,306.20"
08/14/2014,"1,313.40","1,321.80","1,310.00","1,315.70"
08/13/2014,"1,309.60","1,316.40","1,306.00","1,314.50"
08/12/2014,"1,309.20","1,319.30","1,306.80","1,310.60"
08/11/2014,"1,310.40","1,312.90","1,306.40","1,310.50"
08/08/2014,"1,314.50","1,324.30","1,305.70","1,311.00"
08/07/2014,"1,306.60","1,316.40","1,303.00","1,312.50"
08/06/2014,"1,288.90","1,311.00","1,288.50","1,308.20"
08/05/2014,"1,289.20","1,295.00","1,283.30","1,285.30"
08/04/2014,"1,295.40","1,296.40","1,287.00","1,288.90"
08/01/2014,"1,284.20","1,298.40","1,281.00","1,294.80"
07/31/2014,"1,297.00","1,298.80","1,281.30","1,282.80"
07/30/2014,"1,298.60","1,303.00","1,291.00","1,294.90"
07/29/2014,"1,303.30","1,312.10","1,295.50","1,298.30"
07/28/2014,"1,307.90","1,309.40","1,301.10","1,303.30"
07/25/2014,"1,294.20","1,308.90","1,291.00","1,303.30"
07/24/2014,"1,304.30","1,305.60","1,287.50","1,290.80"
07/23/2014,"1,308.00","1,311.80","1,303.50","1,304.70"
07/22/2014,"1,312.40","1,316.80","1,302.20","1,306.30"
07/21/2014,"1,311.30","1,319.00","1,307.90","1,313.90"
07/18/2014,"1,319.10","1,325.50","1,305.00","1,309.40"
07/17/2014,"1,300.30","1,325.90","1,298.10","1,316.90"
07/16/2014,"1,295.20","1,304.20","1,293.50","1,299.80"
07/15/2014,"1,309.10","1,314.40","1,292.60","1,297.10"
07/14/2014,"1,339.50","1,340.90","1,302.20","1,306.70"
07/11/2014,"1,336.50","1,340.40","1,334.60","1,337.40"
07/10/2014,"1,325.00","1,346.80","1,325.00","1,339.20"
07/09/2014,"1,320.40","1,333.40","1,318.70","1,324.30"
07/08/2014,"1,320.80","1,325.70","1,314.30","1,316.50"
07/07/2014,"1,321.40","1,321.70","1,312.10","1,317.00"
07/03/2014,"1,328.40","1,329.00","1,309.40","1,320.60"
07/02/2014,"1,327.10","1,333.20","1,322.10","1,330.90"
07/01/2014,"1,327.50","1,334.90","1,324.00","1,326.60"
06/30/2014,"1,316.80","1,330.40","1,311.00","1,322.00"
06/27/2014,"1,317.10","1,323.10","1,313.20","1,320.00"
06/26/2014,"1,318.70","1,320.60","1,306.80","1,317.00"
06/25/2014,"1,318.90","1,325.60","1,305.40","1,322.60"
06/24/2014,"1,318.10","1,326.60","1,314.50","1,321.30"
06/23/2014,"1,314.90","1,319.20","1,310.40","1,318.40"
06/20/2014,"1,320.30","1,322.50","1,307.10","1,316.60"
06/19/2014,"1,278.20","1,322.00","1,276.20","1,314.10"
06/18/2014,"1,272.10","1,279.20","1,266.50","1,272.70"
06/17/2014,"1,271.80","1,273.50","1,258.00","1,272.00"
06/16/2014,"1,276.80","1,285.10","1,270.50","1,275.30"
06/13/2014,"1,273.40","1,278.10","1,270.90","1,274.10"
06/12/2014,"1,261.10","1,275.10","1,260.00","1,274.00"
06/11/2014,"1,260.30","1,265.50","1,257.90","1,261.20"
06/10/2014,"1,252.70","1,263.80","1,250.10","1,260.10"
06/09/2014,"1,253.00","1,257.30","1,251.60","1,253.90"
06/06/2014,"1,253.70","1,258.20","1,245.70","1,252.50"
06/05/2014,"1,244.30","1,257.90","1,241.20","1,253.30"
06/04/2014,"1,244.90","1,249.50","1,242.80","1,244.30"
06/03/2014,"1,244.10","1,247.90","1,240.20","1,244.50"
06/02/2014,"1,250.50","1,251.00","1,241.10","1,244.00"
05/30/2014,"1,255.90","1,260.60","1,242.20","1,246.00"
05/29/2014,"1,258.30","1,260.60","1,250.90","1,256.30"
05/28/2014,"1,264.00","1,267.30","1,255.80","1,259.30"
05/27/2014,"1,292.70","1,294.80","1,263.20","1,265.50"
05/23/2014,"1,294.30","1,295.70","1,286.60","1,291.70"
05/22/2014,"1,292.00","1,304.10","1,290.10","1,295.00"
05/21/2014,"1,294.20","1,296.30","1,282.90","1,288.10"
05/20/2014,"1,293.00","1,297.20","1,286.00","1,294.60"
05/19/2014,"1,293.00","1,305.70","1,289.50","1,293.80"
05/16/2014,"1,296.40","1,298.30","1,287.70","1,293.40"
05/15/2014,"1,305.50","1,307.30","1,290.90","1,293.60"
05/14/2014,"1,293.90","1,309.20","1,291.60","1,305.90"
05/13/2014,"1,296.00","1,299.00","1,289.10","1,294.80"
05/12/2014,"1,289.80","1,304.50","1,277.70","1,295.80"
05/09/2014,"1,289.60","1,294.50","1,285.50","1,287.60"
05/08/2014,"1,289.80","1,295.50","1,284.80","1,287.70"
05/07/2014,"1,307.90","1,315.00","1,286.60","1,288.90"
05/06/2014,"1,309.70","1,314.30","1,304.40","1,308.60"
05/05/2014,"1,300.90","1,315.80","1,299.70","1,309.30"
05/02/2014,"1,284.70","1,304.90","1,272.00","1,302.90"
05/01/2014,"1,291.90","1,293.00","1,277.30","1,283.40"
04/30/2014,"1,295.60","1,298.40","1,284.90","1,295.90"
04/29/2014,"1,296.00","1,302.00","1,286.10","1,296.30"
04/28/2014,"1,303.20","1,306.60","1,292.10","1,299.00"
04/25/2014,"1,293.80","1,305.20","1,290.40","1,300.80"
04/24/2014,"1,283.90","1,299.00","1,268.40","1,290.60"
04/23/2014,"1,284.00","1,289.10","1,280.80","1,284.60"
04/22/2014,"1,290.30","1,293.10","1,275.80","1,281.10"
04/21/2014,"1,294.90","1,302.50","1,281.80","1,288.50"
