ID,Date,Open_SP500,High_SP500,Low_SP500,Close_SP500,Open_Gold,High_Gold,Low_Gold,Close_Gold,Open_EURUSD,High_EURUSD,Low_EURUSD,Close_EURUSD,Day,Weekday,Is_weekend,Is_holiday,Week_of_month,Week_of_year,Month,Quarter,Year
718,2014-03-21,1874.53,1883.97,1863.46,1866.52,1329.3,1343.0,1328.0,1336.0,1.3779,1.3794,1.3779,1.3794,21,6,0,0,4,12,3,1,2014
719,2014-03-22,,,,,,,,,,,,,22,7,1,0,4,12,3,1,2014
720,2014-03-23,,,,,,,,,,,,,23,1,1,0,5,13,3,1,2014
721,2014-03-24,1867.67,1873.34,1849.69,1857.44,1335.0,1335.7,1308.5,1311.2,1.3794,1.384,1.3794,1.384,24,2,0,0,5,13,3,1,2014
722,2014-03-25,1859.48,1871.87,1855.96,1865.62,1309.7,1318.0,1306.0,1311.4,1.384,1.384,1.3827,1.3827,25,3,0,0,5,13,3,1,2014
723,2014-03-26,1867.09,1875.92,1852.56,1852.56,1312.1,1317.1,1299.3,1303.4,1.3827,1.3827,1.3783,1.3783,26,4,0,0,5,13,3,1,2014
724,2014-03-27,1852.11,1855.55,1842.11,1849.04,1305.5,1307.6,1289.6,1294.7,1.3783,1.3783,1.3741,1.3741,27,5,0,0,5,13,3,1,2014
725,2014-03-28,1850.07,1866.63,1850.07,1857.62,1292.2,1299.4,1285.9,1293.8,1.3741,1.3753,1.3741,1.3753,28,6,0,0,5,13,3,1,2014
726,2014-03-29,,,,,,,,,,,,,29,7,1,0,5,13,3,1,2014
727,2014-03-30,,,,,,,,,,,,,30,1,1,0,6,14,3,1,2014
728,2014-03-31,1859.16,1875.18,1859.16,1872.34,1295.0,1299.3,1282.7,1283.8,1.3753,1.3772,1.3753,1.3772,31,2,0,0,6,14,3,1,2014
729,2014-04-01,1873.96,1885.84,1873.96,1885.52,1284.6,1288.4,1277.4,1280.0,1.3772,1.3794,1.3772,1.3794,1,3,0,0,1,14,4,2,2014
730,2014-04-02,1886.61,1893.17,1883.79,1890.9,1279.6,1294.9,1278.9,1290.8,1.3794,1.3794,1.3768,1.3768,2,4,0,0,1,14,4,2,2014
731,2014-04-03,1891.43,1893.8,1882.65,1888.77,1290.4,1294.2,1281.9,1284.6,1.3768,1.3768,1.3721,1.3721,3,5,0,0,1,14,4,2,2014
732,2014-04-04,1890.25,1897.28,1863.26,1865.09,1286.6,1307.5,1284.4,1303.5,1.3721,1.3721,1.3704,1.3704,4,6,0,0,1,14,4,2,2014
733,2014-04-05,,,,,,,,,,,,,5,7,1,0,1,14,4,2,2014
734,2014-04-06,,,,,,,,,,,,,6,1,1,0,2,15,4,2,2014
735,2014-04-07,1863.92,1864.04,1841.48,1845.04,1304.0,1304.8,1295.8,1298.3,1.3704,1.3742,1.3704,1.3742,7,2,0,0,2,15,4,2,2014
736,2014-04-08,1845.48,1854.95,1837.49,1851.96,1296.8,1314.7,1296.8,1309.1,1.3742,1.3798,1.3742,1.3798,8,3,0,0,2,15,4,2,2014
737,2014-04-09,1852.64,1872.43,1852.38,1872.18,1308.5,1315.5,1301.1,1305.9,1.3798,1.3856,1.3798,1.3856,9,4,0,0,2,15,4,2,2014
738,2014-04-10,1872.28,1872.53,1830.87,1833.08,1311.9,1324.9,1311.0,1320.5,1.3856,1.3889,1.3856,1.3889,10,5,0,0,2,15,4,2,2014
739,2014-04-11,1830.65,1835.07,1814.36,1815.69,1318.1,1324.2,1314.0,1319.0,1.3889,1.3889,1.3886,1.3886,11,6,0,0,2,15,4,2,2014
740,2014-04-12,,,,,,,,,,,,,12,7,1,0,2,15,4,2,2014
741,2014-04-13,,,,,,,,,,,,,13,1,1,0,3,16,4,2,2014
742,2014-04-14,1818.18,1834.19,1815.8,1830.61,1321.0,1331.4,1318.7,1327.5,1.3886,1.3886,1.3821,1.3821,14,2,0,0,3,16,4,2,2014
743,2014-04-15,1831.45,1844.02,1816.29,1842.98,1326.5,1328.4,1284.4,1300.3,1.3821,1.3821,1.3815,1.3815,15,3,0,0,3,16,4,2,2014
744,2014-04-16,1846.01,1862.31,1846.01,1862.31,1303.2,1307.1,1293.5,1303.5,1.3815,1.3816,1.3815,1.3816,16,4,0,0,3,16,4,2,2014
745,2014-04-17,1861.73,1869.63,1856.72,1864.85,1302.1,1304.4,1292.8,1293.9,1.3816,1.3816,1.3814,1.3814,17,5,0,0,3,16,4,2,2014
746,2014-04-18,,,,,,,,,1.3814,1.3816,1.3814,1.3816,18,6,0,0,3,16,4,2,2014
747,2014-04-19,,,,,,,,,,,,,19,7,1,0,3,16,4,2,2014
748,2014-04-20,,,,,,,,,,,,,20,1,1,0,4,17,4,2,2014
749,2014-04-21,1865.79,1871.89,1863.18,1871.89,1294.9,1302.5,1281.8,1288.5,1.3816,1.3816,1.3794,1.3794,21,2,0,0,4,17,4,2,2014
750,2014-04-22,1872.57,1884.89,1872.57,1879.55,1290.3,1293.1,1275.8,1281.1,1.3794,1.3806,1.3794,1.3806,22,3,0,0,4,17,4,2,2014
751,2014-04-23,1879.32,1879.75,1873.91,1875.39,1284.0,1289.1,1280.8,1284.6,1.3806,1.3818,1.3806,1.3818,23,4,0,0,4,17,4,2,2014
752,2014-04-24,1881.97,1884.06,1870.24,1878.61,1283.9,1299.0,1268.4,1290.6,1.3818,1.3833,1.3818,1.3833,24,5,0,0,4,17,4,2,2014
753,2014-04-25,1877.72,1877.72,1859.7,1863.4,1293.8,1305.2,1290.4,1300.8,1.3833,1.3834,1.3833,1.3834,25,6,0,0,4,17,4,2,2014
754,2014-04-26,,,,,,,,,,,,,26,7,1,0,4,17,4,2,2014
755,2014-04-27,,,,,,,,,,,,,27,1,1,0,5,18,4,2,2014
756,2014-04-28,1865.0,1877.01,1850.61,1869.43,1303.2,1306.6,1292.1,1299.0,1.3834,1.3853,1.3834,1.3853,28,2,0,0,5,18,4,2,2014
757,2014-04-29,1870.78,1880.6,1870.78,1878.33,1296.0,1302.0,1286.1,1296.3,1.3853,1.3853,1.3813,1.3813,29,3,0,0,5,18,4,2,2014
758,2014-04-30,1877.1,1885.2,1872.69,1883.95,1295.6,1298.4,1284.9,1295.9,1.3813,1.3868,1.3813,1.3868,30,4,0,0,5,18,4,2,2014
759,2014-05-01,1884.39,1888.59,1878.04,1883.68,1291.9,1293.0,1277.3,1283.4,1.3868,1.387,1.3868,1.387,1,5,0,0,1,18,5,2,2014
760,2014-05-02,1885.3,1891.33,1878.5,1881.14,1284.7,1304.9,1272.0,1302.9,1.387,1.3874,1.387,1.3874,2,6,0,0,1,18,5,2,2014
761,2014-05-03,,,,,,,,,,,,,3,7,1,0,1,18,5,2,2014
762,2014-05-04,,,,,,,,,,,,,4,1,1,0,2,19,5,2,2014
763,2014-05-05,1879.45,1885.51,1866.77,1884.66,1300.9,1315.8,1299.7,1309.3,1.3874,1.3877,1.3874,1.3877,5,2,0,0,2,19,5,2,2014
764,2014-05-06,1883.69,1883.69,1867.72,1867.72,1309.7,1314.3,1304.4,1308.6,1.3877,1.3927,1.3877,1.3927,6,3,0,0,2,19,5,2,2014
765,2014-05-07,1868.53,1878.83,1859.79,1878.21,1307.9,1315.0,1286.6,1288.9,1.3927,1.3927,1.3912,1.3912,7,4,0,0,2,19,5,2,2014
766,2014-05-08,1877.39,1889.07,1870.05,1875.63,1289.8,1295.5,1284.8,1287.7,1.3912,1.3912,1.3842,1.3842,8,5,0,0,2,19,5,2,2014
767,2014-05-09,1875.27,1878.57,1867.02,1878.48,1289.6,1294.5,1285.5,1287.6,1.3842,1.3842,1.3759,1.3759,9,6,0,0,2,19,5,2,2014
768,2014-05-10,,,,,,,,,,,,,10,7,1,0,2,19,5,2,2014
769,2014-05-11,,,,,,,,,,,,,11,1,1,0,3,20,5,2,2014
770,2014-05-12,1880.03,1897.13,1880.03,1896.65,1289.8,1304.5,1277.7,1295.8,1.3759,1.3759,1.3759,1.3759,12,2,0,0,3,20,5,2,2014
771,2014-05-13,1896.75,1902.17,1896.06,1897.45,1296.0,1299.0,1289.1,1294.8,1.3759,1.3759,1.3705,1.3705,13,3,0,0,3,20,5,2,2014
772,2014-05-14,1897.13,1897.13,1885.77,1888.53,1293.9,1309.2,1291.6,1305.9,1.3705,1.3716,1.3705,1.3716,14,4,0,0,3,20,5,2,2014
773,2014-05-15,1888.16,1888.16,1862.36,1870.85,1305.5,1307.3,1290.9,1293.6,1.3716,1.3716,1.3711,1.3711,15,5,0,0,3,20,5,2,2014
774,2014-05-16,1871.19,1878.28,1864.82,1877.86,1296.4,1298.3,1287.7,1293.4,1.3711,1.3711,1.3694,1.3694,16,6,0,0,3,20,5,2,2014
775,2014-05-17,,,,,,,,,,,,,17,7,1,0,3,20,5,2,2014
776,2014-05-18,,,,,,,,,,,,,18,1,1,0,4,21,5,2,2014
777,2014-05-19,1876.66,1886.0,1872.42,1885.08,1293.0,1305.7,1289.5,1293.8,1.3694,1.371,1.3694,1.371,19,2,0,0,4,21,5,2,2014
778,2014-05-20,1884.88,1884.88,1868.14,1872.83,1293.0,1297.2,1286.0,1294.6,1.371,1.371,1.3702,1.3702,20,3,0,0,4,21,5,2,2014
779,2014-05-21,1873.34,1888.8,1873.34,1888.03,1294.2,1296.3,1282.9,1288.1,1.3702,1.3702,1.3687,1.3687,21,4,0,0,4,21,5,2,2014
780,2014-05-22,1888.19,1896.33,1885.39,1892.49,1292.0,1304.1,1290.1,1295.0,1.3687,1.3687,1.3656,1.3656,22,5,0,0,4,21,5,2,2014
781,2014-05-23,1893.32,1901.26,1893.32,1900.53,1294.3,1295.7,1286.6,1291.7,1.3656,1.3656,1.3632,1.3632,23,6,0,0,4,21,5,2,2014
782,2014-05-24,,,,,,,,,,,,,24,7,1,0,4,21,5,2,2014
783,2014-05-25,,,,,,,,,,,,,25,1,1,0,5,22,5,2,2014
784,2014-05-26,,,,,,,,,1.3632,1.3648,1.3632,1.3648,26,2,0,1,5,22,5,2,2014
785,2014-05-27,1902.01,1912.28,1902.01,1911.91,1292.7,1294.8,1263.2,1265.5,1.3648,1.3648,1.3635,1.3635,27,3,0,0,5,22,5,2,2014
786,2014-05-28,1911.77,1914.46,1907.3,1909.78,1264.0,1267.3,1255.8,1259.3,1.3635,1.3635,1.3592,1.3592,28,4,0,0,5,22,5,2,2014
787,2014-05-29,1910.6,1920.03,1909.82,1920.03,1258.3,1260.6,1250.9,1256.3,1.3592,1.3602,1.3592,1.3602,29,5,0,0,5,22,5,2,2014
788,2014-05-30,1920.33,1924.03,1916.64,1923.57,1255.9,1260.6,1242.2,1246.0,1.3602,1.3633,1.3602,1.3633,30,6,0,0,5,22,5,2,2014
789,2014-05-31,,,,,,,,,,,,,31,7,1,0,5,22,5,2,2014
790,2014-06-01,,,,,,,,,,,,,1,1,1,0,1,23,6,2,2014
791,2014-06-02,1923.87,1925.88,1915.98,1924.97,1250.5,1251.0,1241.1,1244.0,1.3633,1.3633,1.3598,1.3598,2,2,0,0,1,23,6,2,2014
792,2014-06-03,1923.07,1925.07,1918.79,1924.24,1244.1,1247.9,1240.2,1244.5,1.3598,1.3628,1.3598,1.3628,3,3,0,0,1,23,6,2,2014
793,2014-06-04,1923.06,1928.63,1918.6,1927.88,1244.9,1249.5,1242.8,1244.3,1.3628,1.3628,1.3601,1.3601,4,4,0,0,1,23,6,2,2014
794,2014-06-05,1928.52,1941.74,1922.93,1940.46,1244.3,1257.9,1241.2,1253.3,1.3601,1.366,1.3601,1.366,5,5,0,0,1,23,6,2,2014
795,2014-06-06,1942.41,1949.44,1942.41,1949.44,1253.7,1258.2,1245.7,1252.5,1.366,1.366,1.3643,1.3643,6,6,0,0,1,23,6,2,2014
796,2014-06-07,,,,,,,,,,,,,7,7,1,0,1,23,6,2,2014
797,2014-06-08,,,,,,,,,,,,,8,1,1,0,2,24,6,2,2014
798,2014-06-09,1948.97,1955.55,1947.16,1951.27,1253.0,1257.3,1251.6,1253.9,1.3643,1.3643,1.3595,1.3595,9,2,0,0,2,24,6,2,2014
799,2014-06-10,1950.34,1950.86,1944.64,1950.79,1252.7,1263.8,1250.1,1260.1,1.3595,1.3595,1.3549,1.3549,10,3,0,0,2,24,6,2,2014
800,2014-06-11,1949.37,1949.37,1940.08,1943.89,1260.3,1265.5,1257.9,1261.2,1.3549,1.3549,1.3533,1.3533,11,4,0,0,2,24,6,2,2014
801,2014-06-12,1943.35,1943.35,1925.78,1930.11,1261.1,1275.1,1260.0,1274.0,1.3533,1.3552,1.3533,1.3552,12,5,0,0,2,24,6,2,2014
802,2014-06-13,1930.8,1937.3,1927.69,1936.16,1273.4,1278.1,1270.9,1274.1,1.3552,1.3552,1.3541,1.3541,13,6,0,0,2,24,6,2,2014
803,2014-06-14,,,,,,,,,,,,,14,7,1,0,2,24,6,2,2014
804,2014-06-15,,,,,,,,,,,,,15,1,1,0,3,25,6,2,2014
805,2014-06-16,1934.84,1941.15,1930.91,1937.78,1276.8,1285.1,1270.5,1275.3,1.3541,1.3575,1.3541,1.3575,16,2,0,0,3,25,6,2,2014
806,2014-06-17,1937.15,1943.69,1933.55,1941.99,1271.8,1273.5,1258.0,1272.0,1.3575,1.3575,1.3548,1.3548,17,3,0,0,3,25,6,2,2014
807,2014-06-18,1942.73,1957.74,1939.29,1956.98,1272.1,1279.2,1266.5,1272.7,1.3548,1.3597,1.3548,1.3597,18,4,0,0,3,25,6,2,2014
808,2014-06-19,1957.5,1959.87,1952.26,1959.48,1278.2,1322.0,1276.2,1314.1,1.3597,1.3608,1.3597,1.3608,19,5,0,0,3,25,6,2,2014
809,2014-06-20,1960.45,1963.91,1959.17,1962.87,1320.3,1322.5,1307.1,1316.6,1.3608,1.3608,1.3599,1.3599,20,6,0,0,3,25,6,2,2014
810,2014-06-21,,,,,,,,,,,,,21,7,1,0,3,25,6,2,2014
811,2014-06-22,,,,,,,,,,,,,22,1,1,0,4,26,6,2,2014
812,2014-06-23,1962.92,1963.74,1958.89,1962.61,1314.9,1319.2,1310.4,1318.4,1.3599,1.3604,1.3599,1.3604,23,2,0,0,4,26,6,2,2014
813,2014-06-24,1961.97,1968.17,1948.34,1949.98,1318.1,1326.6,1314.5,1321.3,1.3604,1.3608,1.3604,1.3608,24,3,0,0,4,26,6,2,2014
814,2014-06-25,1949.27,1960.83,1947.49,1959.53,1318.9,1325.6,1305.4,1322.6,1.3608,1.363,1.3608,1.363,25,4,0,0,4,26,6,2,2014
815,2014-06-26,1959.89,1959.89,1944.69,1957.22,1318.7,1320.6,1306.8,1317.0,1.363,1.363,1.3612,1.3612,26,5,0,0,4,26,6,2,2014
816,2014-06-27,1956.56,1961.47,1952.18,1960.96,1317.1,1323.1,1313.2,1320.0,1.3612,1.3649,1.3612,1.3649,27,6,0,0,4,26,6,2,2014
817,2014-06-28,,,,,,,,,,,,,28,7,1,0,4,26,6,2,2014
818,2014-06-29,,,,,,,,,,,,,29,1,1,0,5,27,6,2,2014
819,2014-06-30,1960.79,1964.24,1958.22,1960.23,1316.8,1330.4,1311.0,1322.0,1.3649,1.3693,1.3649,1.3693,30,2,0,0,5,27,6,2,2014
820,2014-07-01,1962.29,1978.58,1962.29,1973.32,1327.5,1334.9,1324.0,1326.6,1.3693,1.3693,1.3679,1.3679,1,3,0,0,1,27,7,3,2014
821,2014-07-02,1973.06,1976.67,1972.58,1974.62,1327.1,1333.2,1322.1,1330.9,1.3679,1.3679,1.3659,1.3659,2,4,0,0,1,27,7,3,2014
822,2014-07-03,1975.88,1985.59,1975.88,1985.44,1328.4,1329.0,1309.4,1320.6,1.3659,1.3659,1.3612,1.3612,3,5,0,0,1,27,7,3,2014
823,2014-07-04,,,,,,,,,1.3612,1.3612,1.3595,1.3595,4,6,0,1,1,27,7,3,2014
824,2014-07-05,,,,,,,,,,,,,5,7,1,0,1,27,7,3,2014
825,2014-07-06,,,,,,,,,,,,,6,1,1,0,2,28,7,3,2014
826,2014-07-07,1984.22,1984.22,1974.88,1977.65,1321.4,1321.7,1312.1,1317.0,1.3595,1.3606,1.3595,1.3606,7,2,0,0,2,28,7,3,2014
827,2014-07-08,1976.39,1976.39,1959.46,1963.71,1320.8,1325.7,1314.3,1316.5,1.3606,1.3612,1.3606,1.3612,8,3,0,0,2,28,7,3,2014
828,2014-07-09,1965.1,1974.15,1965.1,1972.83,1320.4,1333.4,1318.7,1324.3,1.3612,1.3643,1.3612,1.3643,9,4,0,0,2,28,7,3,2014
829,2014-07-10,1966.67,1969.84,1952.86,1964.68,1325.0,1346.8,1325.0,1339.2,1.3643,1.3643,1.361,1.361,10,5,0,0,2,28,7,3,2014
830,2014-07-11,1965.76,1968.67,1959.63,1967.57,1336.5,1340.4,1334.6,1337.4,1.361,1.361,1.361,1.361,11,6,0,0,2,28,7,3,2014
831,2014-07-12,,,,,,,,,,,,,12,7,1,0,2,28,7,3,2014
832,2014-07-13,,,,,,,,,,,,,13,1,1,0,3,29,7,3,2014
833,2014-07-14,1969.86,1979.85,1969.86,1977.1,1339.5,1340.9,1302.2,1306.7,1.361,1.362,1.361,1.362,14,2,0,0,3,29,7,3,2014
834,2014-07-15,1977.36,1982.52,1965.34,1973.28,1309.1,1314.4,1292.6,1297.1,1.362,1.362,1.357,1.357,15,3,0,0,3,29,7,3,2014
835,2014-07-16,1976.35,1983.94,1975.67,1981.57,1295.2,1304.2,1293.5,1299.8,1.357,1.357,1.3526,1.3526,16,4,0,0,3,29,7,3,2014
836,2014-07-17,1979.75,1981.8,1955.59,1958.12,1300.3,1325.9,1298.1,1316.9,1.3526,1.3527,1.3526,1.3527,17,5,0,0,3,29,7,3,2014
837,2014-07-18,1961.54,1979.91,1960.82,1978.22,1319.1,1325.5,1305.0,1309.4,1.3527,1.3527,1.3525,1.3525,18,6,0,0,3,29,7,3,2014
838,2014-07-19,,,,,,,,,,,,,19,7,1,0,3,29,7,3,2014
839,2014-07-20,,,,,,,,,,,,,20,1,1,0,4,30,7,3,2014
840,2014-07-21,1976.93,1976.93,1965.77,1973.63,1311.3,1319.0,1307.9,1313.9,1.3525,1.3525,1.3525,1.3525,21,2,0,0,4,30,7,3,2014
841,2014-07-22,1975.65,1986.24,1975.65,1983.53,1312.4,1316.8,1302.2,1306.3,1.3525,1.3525,1.3466,1.3466,22,3,0,0,4,30,7,3,2014
842,2014-07-23,1985.32,1989.23,1982.44,1987.01,1308.0,1311.8,1303.5,1304.7,1.3466,1.3466,1.3464,1.3464,23,4,0,0,4,30,7,3,2014
843,2014-07-24,1988.07,1991.39,1985.79,1987.98,1304.3,1305.6,1287.5,1290.8,1.3464,1.3464,1.3464,1.3464,24,5,0,0,4,30,7,3,2014
844,2014-07-25,1984.6,1984.6,1974.37,1978.34,1294.2,1308.9,1291.0,1303.3,1.3464,1.3464,1.343,1.343,25,6,0,0,4,30,7,3,2014
845,2014-07-26,,,,,,,,,,,,,26,7,1,0,4,30,7,3,2014
846,2014-07-27,,,,,,,,,,,,,27,1,1,0,5,31,7,3,2014
847,2014-07-28,1978.25,1981.52,1967.31,1978.91,1307.9,1309.4,1301.1,1303.3,1.343,1.3439,1.343,1.3439,28,2,0,0,5,31,7,3,2014
848,2014-07-29,1980.03,1984.85,1969.95,1969.95,1303.3,1312.1,1295.5,1298.3,1.3439,1.3439,1.341,1.341,29,3,0,0,5,31,7,3,2014
849,2014-07-30,1973.21,1978.9,1962.42,1970.07,1298.6,1303.0,1291.0,1294.9,1.341,1.341,1.3398,1.3398,30,4,0,0,5,31,7,3,2014
850,2014-07-31,1965.14,1965.14,1930.67,1930.67,1297.0,1298.8,1281.3,1282.8,1.3398,1.3398,1.339,1.339,31,5,0,0,5,31,7,3,2014
851,2014-08-01,1929.8,1937.35,1916.37,1925.15,1284.2,1298.4,1281.0,1294.8,1.339,1.3431,1.339,1.3431,1,6,0,0,1,31,8,3,2014
852,2014-08-02,,,,,,,,,,,,,2,7,1,0,1,31,8,3,2014
853,2014-08-03,,,,,,,,,,,,,3,1,1,0,2,32,8,3,2014
854,2014-08-04,1926.62,1942.92,1921.2,1938.99,1295.4,1296.4,1287.0,1288.9,1.3431,1.3431,1.3422,1.3422,4,2,0,0,2,32,8,3,2014
855,2014-08-05,1936.34,1936.34,1913.77,1920.21,1289.2,1295.0,1283.3,1285.3,1.3422,1.3422,1.3378,1.3378,5,3,0,0,2,32,8,3,2014
856,2014-08-06,1917.29,1927.91,1911.45,1920.24,1288.9,1311.0,1288.5,1308.2,1.3378,1.3383,1.3378,1.3383,6,4,0,0,2,32,8,3,2014
857,2014-08-07,1923.03,1928.89,1904.78,1909.57,1306.6,1316.4,1303.0,1312.5,1.3383,1.3383,1.3364,1.3364,7,5,0,0,2,32,8,3,2014
858,2014-08-08,1910.35,1932.38,1909.01,1931.59,1314.5,1324.3,1305.7,1311.0,1.3364,1.3413,1.3364,1.3413,8,6,0,0,2,32,8,3,2014
859,2014-08-09,,,,,,,,,,,,,9,7,1,0,2,32,8,3,2014
860,2014-08-10,,,,,,,,,,,,,10,1,1,0,3,33,8,3,2014
861,2014-08-11,1933.43,1944.9,1933.43,1936.92,1310.4,1312.9,1306.4,1310.5,1.3413,1.3413,1.3386,1.3386,11,2,0,0,3,33,8,3,2014
862,2014-08-12,1935.73,1939.65,1928.29,1933.75,1309.2,1319.3,1306.8,1310.6,1.3386,1.3386,1.337,1.337,12,3,0,0,3,33,8,3,2014
863,2014-08-13,1935.6,1948.41,1935.6,1946.72,1309.6,1316.4,1306.0,1314.5,1.337,1.337,1.3366,1.3366,13,4,0,0,3,33,8,3,2014
864,2014-08-14,1947.41,1955.23,1947.41,1955.18,1313.4,1321.8,1310.0,1315.7,1.3366,1.3367,1.3366,1.3367,14,5,0,0,3,33,8,3,2014
865,2014-08-15,1958.87,1964.04,1941.5,1955.06,1313.4,1316.5,1293.0,1306.2,1.3367,1.3401,1.3367,1.3401,15,6,0,0,3,33,8,3,2014
866,2014-08-16,,,,,,,,,,,,,16,7,1,0,3,33,8,3,2014
867,2014-08-17,,,,,,,,,,,,,17,1,1,0,4,34,8,3,2014
868,2014-08-18,1958.36,1971.99,1958.36,1971.74,1304.2,1304.9,1296.5,1299.3,1.3401,1.3401,1.3363,1.3363,18,2,0,0,4,34,8,3,2014
869,2014-08-19,1972.73,1982.57,1972.73,1981.6,1298.6,1303.7,1294.7,1296.7,1.3363,1.3363,1.3322,1.3322,19,3,0,0,4,34,8,3,2014
870,2014-08-20,1980.46,1988.57,1977.68,1986.51,1297.2,1299.3,1288.7,1295.2,1.3322,1.3322,1.3261,1.3261,20,4,0,0,4,34,8,3,2014
871,2014-08-21,1986.82,1994.76,1986.82,1992.37,1291.9,1292.0,1273.4,1275.4,1.3261,1.3282,1.3261,1.3282,21,5,0,0,4,34,8,3,2014
872,2014-08-22,1992.6,1993.54,1984.76,1988.4,1278.2,1283.9,1274.6,1280.2,1.3282,1.3282,1.3243,1.3243,22,6,0,0,4,34,8,3,2014
873,2014-08-23,,,,,,,,,,,,,23,7,1,0,4,34,8,3,2014
874,2014-08-24,,,,,,,,,,,,,24,1,1,0,5,35,8,3,2014
875,2014-08-25,1991.74,2001.95,1991.74,1997.92,1280.8,1281.6,1275.0,1278.9,1.3243,1.3243,1.3194,1.3194,25,2,0,0,5,35,8,3,2014
876,2014-08-26,1998.59,2005.04,1998.59,2000.02,1277.4,1291.9,1275.7,1285.2,1.3194,1.3194,1.3167,1.3167,26,3,0,0,5,35,8,3,2014
877,2014-08-27,2000.54,2002.14,1996.2,2000.12,1281.6,1288.2,1280.9,1283.4,1.3167,1.3194,1.3167,1.3194,27,4,0,0,5,35,8,3,2014
878,2014-08-28,1997.42,1998.55,1990.52,1996.74,1283.7,1297.6,1283.0,1290.4,1.3194,1.3194,1.3183,1.3183,28,5,0,0,5,35,8,3,2014
879,2014-08-29,1998.45,2003.38,1994.65,2003.37,1290.4,1292.5,1284.1,1287.4,1.3183,1.3183,1.3133,1.3133,29,6,0,0,5,35,8,3,2014
880,2014-08-30,,,,,,,,,,,,,30,7,1,0,5,35,8,3,2014
881,2014-08-31,,,,,,,,,,,,,31,1,1,0,6,36,8,3,2014
882,2014-09-01,,,,,,,,,1.3133,1.3133,1.313,1.313,1,2,0,1,1,36,9,3,2014
883,2014-09-02,2004.07,2006.12,1994.85,2002.28,1288.4,1290.9,1263.1,1265.0,1.313,1.3134,1.313,1.3134,2,3,0,0,1,36,9,3,2014
884,2014-09-03,2003.57,2009.28,1998.14,2000.72,1266.7,1272.4,1261.9,1270.3,1.3134,1.3152,1.3134,1.3152,3,4,0,0,1,36,9,3,2014
885,2014-09-04,2001.67,2011.17,1992.54,1997.65,1269.8,1279.2,1261.3,1266.5,1.3152,1.3152,1.2944,1.2944,4,5,0,0,1,36,9,3,2014
886,2014-09-05,1998.0,2007.71,1990.1,2007.71,1261.7,1274.8,1258.0,1267.3,1.2944,1.2954,1.2944,1.2954,5,6,0,0,1,36,9,3,2014
887,2014-09-06,,,,,,,,,,,,,6,7,1,0,1,36,9,3,2014
888,2014-09-07,,,,,,,,,,,,,7,1,1,0,2,37,9,3,2014
889,2014-09-08,2007.17,2007.17,1995.6,2001.54,1269.5,1272.6,1252.1,1254.3,1.2954,1.2958,1.2887,1.2896,8,2,0,0,2,37,9,3,2014
890,2014-09-09,2000.73,2001.01,1984.61,1988.44,1257.1,1258.9,1248.1,1248.5,1.2896,1.2957,1.2861,1.2939,9,3,0,0,2,37,9,3,2014
891,2014-09-10,1988.41,1996.66,1982.99,1995.69,1256.2,1258.5,1244.5,1245.3,1.2939,1.2962,1.2886,1.2918,10,4,0,0,2,37,9,3,2014
892,2014-09-11,1992.85,1997.65,1985.93,1997.45,1249.8,1251.0,1235.3,1239.0,1.2918,1.2962,1.2886,1.2918,11,5,0,0,2,37,9,3,2014
893,2014-09-12,1996.74,1996.74,1980.26,1985.54,1240.9,1242.3,1228.1,1231.5,1.2918,1.2978,1.2911,1.2965,12,6,0,0,2,37,9,3,2014
894,2014-09-13,,,,,,,,,,,,,13,7,1,0,2,37,9,3,2014
895,2014-09-14,,,,,,,,,,,,,14,1,1,0,3,38,9,3,2014
896,2014-09-15,1986.04,1987.18,1978.48,1984.13,1228.3,1239.2,1226.3,1235.1,1.2965,1.2965,1.2961,1.2961,15,2,0,0,3,38,9,3,2014
897,2014-09-16,1981.93,2002.28,1979.06,1998.98,1233.2,1243.2,1232.2,1236.7,1.2961,1.2969,1.2911,1.294,16,3,0,0,3,38,9,3,2014
898,2014-09-17,1999.3,2010.74,1993.29,2001.57,1235.3,1240.5,1222.0,1235.9,1.294,1.2995,1.2924,1.2958,17,4,0,0,3,38,9,3,2014
899,2014-09-18,2003.07,2012.34,2003.07,2011.36,1223.1,1228.7,1216.3,1226.9,1.2958,1.2981,1.2837,1.2851,18,5,0,0,3,38,9,3,2014
900,2014-09-19,2012.74,2019.26,2006.59,2010.4,1225.6,1229.2,1214.2,1216.6,1.2851,1.293,1.2824,1.2824,19,6,0,0,3,38,9,3,2014
901,2014-09-20,,,,,,,,,,,,,20,7,1,0,3,38,9,3,2014
902,2014-09-21,,,,,,,,,,,,,21,1,1,0,4,39,9,3,2014
903,2014-09-22,2009.08,2009.08,1991.01,1994.29,1216.4,1221.0,1208.8,1217.9,1.2824,1.2825,1.2824,1.2825,22,2,0,0,4,39,9,3,2014
904,2014-09-23,1992.78,1995.41,1982.77,1982.77,1214.9,1237.0,1214.7,1222.0,1.2825,1.2868,1.2818,1.285,23,3,0,0,4,39,9,3,2014
905,2014-09-24,1983.34,1999.79,1978.63,1998.3,1223.2,1226.7,1216.2,1219.5,1.285,1.29,1.2844,1.2845,24,4,0,0,4,39,9,3,2014
906,2014-09-25,1997.32,1997.32,1965.99,1965.99,1217.3,1225.3,1206.6,1221.9,1.2845,1.2863,1.2776,1.2778,25,5,0,0,4,39,9,3,2014
