Date;Day;Weekday;Is_weekend;Is_holiday;Week_of_month;Week_of_year;Month;Quarter;Year
02.03.2015;2;2;0;0;1;10;3;1;2015
03.03.2015;3;3;0;0;1;10;3;1;2015
04.03.2015;4;4;0;0;1;10;3;1;2015
05.03.2015;5;5;0;0;1;10;3;1;2015
06.03.2015;6;6;0;0;1;10;3;1;2015
07.03.2015;7;7;1;0;1;10;3;1;2015
08.03.2015;8;1;1;0;2;11;3;1;2015
09.03.2015;9;2;0;0;2;11;3;1;2015
10.03.2015;10;3;0;0;2;11;3;1;2015
11.03.2015;11;4;0;0;2;11;3;1;2015
12.03.2015;12;5;0;0;2;11;3;1;2015
13.03.2015;13;6;0;0;2;11;3;1;2015
14.03.2015;14;7;1;0;2;11;3;1;2015
15.03.2015;15;1;1;0;3;12;3;1;2015
16.03.2015;16;2;0;0;3;12;3;1;2015
17.03.2015;17;3;0;0;3;12;3;1;2015
18.03.2015;18;4;0;0;3;12;3;1;2015
19.03.2015;19;5;0;0;3;12;3;1;2015
20.03.2015;20;6;0;0;3;12;3;1;2015
21.03.2015;21;7;1;0;3;12;3;1;2015
22.03.2015;22;1;1;0;4;13;3;1;2015
23.03.2015;23;2;0;0;4;13;3;1;2015
24.03.2015;24;3;0;0;4;13;3;1;2015
25.03.2015;25;4;0;0;4;13;3;1;2015
26.03.2015;26;5;0;0;4;13;3;1;2015
27.03.2015;27;6;0;0;4;13;3;1;2015
28.03.2015;28;7;1;0;4;13;3;1;2015
29.03.2015;29;1;1;0;5;14;3;1;2015
30.03.2015;30;2;0;0;5;14;3;1;2015
31.03.2015;31;3;0;0;5;14;3;1;2015
01.04.2015;1;4;0;0;1;14;4;2;2015
02.04.2015;2;5;0;0;1;14;4;2;2015
03.04.2015;3;6;0;0;1;14;4;2;2015
04.04.2015;4;7;1;0;1;14;4;2;2015
05.04.2015;5;1;1;0;2;15;4;2;2015
06.04.2015;6;2;0;0;2;15;4;2;2015
07.04.2015;7;3;0;0;2;15;4;2;2015
08.04.2015;8;4;0;0;2;15;4;2;2015
09.04.2015;9;5;0;0;2;15;4;2;2015
10.04.2015;10;6;0;0;2;15;4;2;2015
11.04.2015;11;7;1;0;2;15;4;2;2015
12.04.2015;12;1;1;0;3;16;4;2;2015
13.04.2015;13;2;0;0;3;16;4;2;2015
14.04.2015;14;3;0;0;3;16;4;2;2015
15.04.2015;15;4;0;0;3;16;4;2;2015
16.04.2015;16;5;0;0;3;16;4;2;2015
17.04.2015;17;6;0;0;3;16;4;2;2015
18.04.2015;18;7;1;0;3;16;4;2;2015
19.04.2015;19;1;1;0;4;17;4;2;2015
20.04.2015;20;2;0;0;4;17;4;2;2015
21.04.2015;21;3;0;0;4;17;4;2;2015
22.04.2015;22;4;0;0;4;17;4;2;2015
23.04.2015;23;5;0;0;4;17;4;2;2015
24.04.2015;24;6;0;0;4;17;4;2;2015
25.04.2015;25;7;1;0;4;17;4;2;2015
26.04.2015;26;1;1;0;5;18;4;2;2015
27.04.2015;27;2;0;0;5;18;4;2;2015
28.04.2015;28;3;0;0;5;18;4;2;2015
29.04.2015;29;4;0;0;5;18;4;2;2015
30.04.2015;30;5;0;0;5;18;4;2;2015
01.05.2015;1;6;0;0;1;18;5;2;2015
02.05.2015;2;7;1;0;1;18;5;2;2015
03.05.2015;3;1;1;0;2;19;5;2;2015
04.05.2015;4;2;0;0;2;19;5;2;2015
05.05.2015;5;3;0;0;2;19;5;2;2015
06.05.2015;6;4;0;0;2;19;5;2;2015
07.05.2015;7;5;0;0;2;19;5;2;2015
08.05.2015;8;6;0;0;2;19;5;2;2015
09.05.2015;9;7;1;0;2;19;5;2;2015
10.05.2015;10;1;1;0;3;20;5;2;2015
11.05.2015;11;2;0;0;3;20;5;2;2015
12.05.2015;12;3;0;0;3;20;5;2;2015
13.05.2015;13;4;0;0;3;20;5;2;2015
14.05.2015;14;5;0;0;3;20;5;2;2015
15.05.2015;15;6;0;0;3;20;5;2;2015
16.05.2015;16;7;1;0;3;20;5;2;2015
17.05.2015;17;1;1;0;4;21;5;2;2015
18.05.2015;18;2;0;0;4;21;5;2;2015
19.05.2015;19;3;0;0;4;21;5;2;2015
20.05.2015;20;4;0;0;4;21;5;2;2015
21.05.2015;21;5;0;0;4;21;5;2;2015
22.05.2015;22;6;0;0;4;21;5;2;2015
23.05.2015;23;7;1;0;4;21;5;2;2015
24.05.2015;24;1;1;0;5;22;5;2;2015
25.05.2015;25;2;0;1;5;22;5;2;2015
26.05.2015;26;3;0;0;5;22;5;2;2015
27.05.2015;27;4;0;0;5;22;5;2;2015
28.05.2015;28;5;0;0;5;22;5;2;2015
29.05.2015;29;6;0;0;5;22;5;2;2015
30.05.2015;30;7;1;0;5;22;5;2;2015
31.05.2015;31;1;1;0;6;23;5;2;2015
01.06.2015;1;2;0;0;1;23;6;2;2015
02.06.2015;2;3;0;0;1;23;6;2;2015
03.06.2015;3;4;0;0;1;23;6;2;2015
04.06.2015;4;5;0;0;1;23;6;2;2015
05.06.2015;5;6;0;0;1;23;6;2;2015
06.06.2015;6;7;1;0;1;23;6;2;2015
07.06.2015;7;1;1;0;2;24;6;2;2015
08.06.2015;8;2;0;0;2;24;6;2;2015
09.06.2015;9;3;0;0;2;24;6;2;2015
10.06.2015;10;4;0;0;2;24;6;2;2015
11.06.2015;11;5;0;0;2;24;6;2;2015
12.06.2015;12;6;0;0;2;24;6;2;2015
13.06.2015;13;7;1;0;2;24;6;2;2015
14.06.2015;14;1;1;0;3;25;6;2;2015
15.06.2015;15;2;0;0;3;25;6;2;2015
16.06.2015;16;3;0;0;3;25;6;2;2015
17.06.2015;17;4;0;0;3;25;6;2;2015
18.06.2015;18;5;0;0;3;25;6;2;2015
19.06.2015;19;6;0;0;3;25;6;2;2015
20.06.2015;20;7;1;0;3;25;6;2;2015
21.06.2015;21;1;1;0;4;26;6;2;2015
22.06.2015;22;2;0;0;4;26;6;2;2015
23.06.2015;23;3;0;0;4;26;6;2;2015
24.06.2015;24;4;0;0;4;26;6;2;2015
25.06.2015;25;5;0;0;4;26;6;2;2015
26.06.2015;26;6;0;0;4;26;6;2;2015
27.06.2015;27;7;1;0;4;26;6;2;2015
28.06.2015;28;1;1;0;5;27;6;2;2015
29.06.2015;29;2;0;0;5;27;6;2;2015
30.06.2015;30;3;0;0;5;27;6;2;2015
01.07.2015;1;4;0;0;1;27;7;3;2015
02.07.2015;2;5;0;0;1;27;7;3;2015
03.07.2015;3;6;0;0;1;27;7;3;2015
04.07.2015;4;7;1;1;1;27;7;3;2015
05.07.2015;5;1;1;0;2;28;7;3;2015
06.07.2015;6;2;0;0;2;28;7;3;2015
07.07.2015;7;3;0;0;2;28;7;3;2015
08.07.2015;8;4;0;0;2;28;7;3;2015
09.07.2015;9;5;0;0;2;28;7;3;2015
10.07.2015;10;6;0;0;2;28;7;3;2015
11.07.2015;11;7;1;0;2;28;7;3;2015
12.07.2015;12;1;1;0;3;29;7;3;2015
13.07.2015;13;2;0;0;3;29;7;3;2015
14.07.2015;14;3;0;0;3;29;7;3;2015
15.07.2015;15;4;0;0;3;29;7;3;2015
16.07.2015;16;5;0;0;3;29;7;3;2015
17.07.2015;17;6;0;0;3;29;7;3;2015
18.07.2015;18;7;1;0;3;29;7;3;2015
19.07.2015;19;1;1;0;4;30;7;3;2015
20.07.2015;20;2;0;0;4;30;7;3;2015
21.07.2015;21;3;0;0;4;30;7;3;2015
22.07.2015;22;4;0;0;4;30;7;3;2015
23.07.2015;23;5;0;0;4;30;7;3;2015
24.07.2015;24;6;0;0;4;30;7;3;2015
25.07.2015;25;7;1;0;4;30;7;3;2015
26.07.2015;26;1;1;0;5;31;7;3;2015
27.07.2015;27;2;0;0;5;31;7;3;2015
28.07.2015;28;3;0;0;5;31;7;3;2015
29.07.2015;29;4;0;0;5;31;7;3;2015
30.07.2015;30;5;0;0;5;31;7;3;2015
31.07.2015;31;6;0;0;5;31;7;3;2015
01.08.2015;1;7;1;0;1;31;8;3;2015
02.08.2015;2;1;1;0;2;32;8;3;2015
03.08.2015;3;2;0;0;2;32;8;3;2015
04.08.2015;4;3;0;0;2;32;8;3;2015
05.08.2015;5;4;0;0;2;32;8;3;2015
06.08.2015;6;5;0;0;2;32;8;3;2015
07.08.2015;7;6;0;0;2;32;8;3;2015
08.08.2015;8;7;1;0;2;32;8;3;2015
09.08.2015;9;1;1;0;3;33;8;3;2015
10.08.2015;10;2;0;0;3;33;8;3;2015
11.08.2015;11;3;0;0;3;33;8;3;2015
12.08.2015;12;4;0;0;3;33;8;3;2015
13.08.2015;13;5;0;0;3;33;8;3;2015
14.08.2015;14;6;0;0;3;33;8;3;2015
15.08.2015;15;7;1;0;3;33;8;3;2015
16.08.2015;16;1;1;0;4;34;8;3;2015
17.08.2015;17;2;0;0;4;34;8;3;2015
18.08.2015;18;3;0;0;4;34;8;3;2015
19.08.2015;19;4;0;0;4;34;8;3;2015
20.08.2015;20;5;0;0;4;34;8;3;2015
21.08.2015;21;6;0;0;4;34;8;3;2015
22.08.2015;22;7;1;0;4;34;8;3;2015
23.08.2015;23;1;1;0;5;35;8;3;2015
24.08.2015;24;2;0;0;5;35;8;3;2015
25.08.2015;25;3;0;0;5;35;8;3;2015
26.08.2015;26;4;0;0;5;35;8;3;2015
27.08.2015;27;5;0;0;5;35;8;3;2015
28.08.2015;28;6;0;0;5;35;8;3;2015
29.08.2015;29;7;1;0;5;35;8;3;2015
30.08.2015;30;1;1;0;6;36;8;3;2015
31.08.2015;31;2;0;0;6;36;8;3;2015
01.09.2015;1;3;0;0;1;36;9;3;2015
02.09.2015;2;4;0;0;1;36;9;3;2015
03.09.2015;3;5;0;0;1;36;9;3;2015
04.09.2015;4;6;0;0;1;36;9;3;2015
05.09.2015;5;7;1;0;1;36;9;3;2015
06.09.2015;6;1;1;0;2;37;9;3;2015
07.09.2015;7;2;0;1;2;37;9;3;2015
08.09.2015;8;3;0;0;2;37;9;3;2015
09.09.2015;9;4;0;0;2;37;9;3;2015
10.09.2015;10;5;0;0;2;37;9;3;2015
11.09.2015;11;6;0;0;2;37;9;3;2015
12.09.2015;12;7;1;0;2;37;9;3;2015
13.09.2015;13;1;1;0;3;38;9;3;2015
14.09.2015;14;2;0;0;3;38;9;3;2015
15.09.2015;15;3;0;0;3;38;9;3;2015
16.09.2015;16;4;0;0;3;38;9;3;2015
17.09.2015;17;5;0;0;3;38;9;3;2015
18.09.2015;18;6;0;0;3;38;9;3;2015
19.09.2015;19;7;1;0;3;38;9;3;2015
20.09.2015;20;1;1;0;4;39;9;3;2015
21.09.2015;21;2;0;0;4;39;9;3;2015
22.09.2015;22;3;0;0;4;39;9;3;2015
23.09.2015;23;4;0;0;4;39;9;3;2015
24.09.2015;24;5;0;0;4;39;9;3;2015
25.09.2015;25;6;0;0;4;39;9;3;2015
26.09.2015;26;7;1;0;4;39;9;3;2015
27.09.2015;27;1;1;0;5;40;9;3;2015
28.09.2015;28;2;0;0;5;40;9;3;2015
29.09.2015;29;3;0;0;5;40;9;3;2015
30.09.2015;30;4;0;0;5;40;9;3;2015
01.10.2015;1;5;0;0;1;40;10;4;2015
02.10.2015;2;6;0;0;1;40;10;4;2015
03.10.2015;3;7;1;0;1;40;10;4;2015
04.10.2015;4;1;1;0;2;41;10;4;2015
05.10.2015;5;2;0;0;2;41;10;4;2015
06.10.2015;6;3;0;0;2;41;10;4;2015
07.10.2015;7;4;0;0;2;41;10;4;2015
08.10.2015;8;5;0;0;2;41;10;4;2015
09.10.2015;9;6;0;0;2;41;10;4;2015
10.10.2015;10;7;1;0;2;41;10;4;2015
11.10.2015;11;1;1;0;3;42;10;4;2015
12.10.2015;12;2;0;1;3;42;10;4;2015
13.10.2015;13;3;0;0;3;42;10;4;2015
14.10.2015;14;4;0;0;3;42;10;4;2015
15.10.2015;15;5;0;0;3;42;10;4;2015
16.10.2015;16;6;0;0;3;42;10;4;2015
17.10.2015;17;7;1;0;3;42;10;4;2015
18.10.2015;18;1;1;0;4;43;10;4;2015
19.10.2015;19;2;0;0;4;43;10;4;2015
20.10.2015;20;3;0;0;4;43;10;4;2015
21.10.2015;21;4;0;0;4;43;10;4;2015
22.10.2015;22;5;0;0;4;43;10;4;2015
23.10.2015;23;6;0;0;4;43;10;4;2015
24.10.2015;24;7;1;0;4;43;10;4;2015
25.10.2015;25;1;1;0;5;44;10;4;2015
26.10.2015;26;2;0;0;5;44;10;4;2015
27.10.2015;27;3;0;0;5;44;10;4;2015
28.10.2015;28;4;0;0;5;44;10;4;2015
29.10.2015;29;5;0;0;5;44;10;4;2015
30.10.2015;30;6;0;0;5;44;10;4;2015
31.10.2015;31;7;1;0;5;44;10;4;2015
01.11.2015;1;1;1;0;1;45;11;4;2015
02.11.2015;2;2;0;0;1;45;11;4;2015
03.11.2015;3;3;0;0;1;45;11;4;2015
04.11.2015;4;4;0;0;1;45;11;4;2015
05.11.2015;5;5;0;0;1;45;11;4;2015
06.11.2015;6;6;0;0;1;45;11;4;2015
07.11.2015;7;7;1;0;1;45;11;4;2015
08.11.2015;8;1;1;0;2;46;11;4;2015
09.11.2015;9;2;0;0;2;46;11;4;2015
10.11.2015;10;3;0;0;2;46;11;4;2015
11.11.2015;11;4;0;1;2;46;11;4;2015
12.11.2015;12;5;0;0;2;46;11;4;2015
13.11.2015;13;6;0;0;2;46;11;4;2015
14.11.2015;14;7;1;0;2;46;11;4;2015
15.11.2015;15;1;1;0;3;47;11;4;2015
16.11.2015;16;2;0;0;3;47;11;4;2015
17.11.2015;17;3;0;0;3;47;11;4;2015
18.11.2015;18;4;0;0;3;47;11;4;2015
19.11.2015;19;5;0;0;3;47;11;4;2015
20.11.2015;20;6;0;0;3;47;11;4;2015
21.11.2015;21;7;1;0;3;47;11;4;2015
22.11.2015;22;1;1;0;4;48;11;4;2015
23.11.2015;23;2;0;0;4;48;11;4;2015
24.11.2015;24;3;0;0;4;48;11;4;2015
25.11.2015;25;4;0;0;4;48;11;4;2015
26.11.2015;26;5;0;1;4;48;11;4;2015
27.11.2015;27;6;0;1;4;48;11;4;2015
28.11.2015;28;7;1;0;4;48;11;4;2015
29.11.2015;29;1;1;0;5;49;11;4;2015
30.11.2015;30;2;0;0;5;49;11;4;2015
01.12.2015;1;3;0;0;1;49;12;4;2015
02.12.2015;2;4;0;0;1;49;12;4;2015
03.12.2015;3;5;0;0;1;49;12;4;2015
04.12.2015;4;6;0;0;1;49;12;4;2015
05.12.2015;5;7;1;0;1;49;12;4;2015
06.12.2015;6;1;1;0;2;50;12;4;2015
07.12.2015;7;2;0;0;2;50;12;4;2015
08.12.2015;8;3;0;0;2;50;12;4;2015
09.12.2015;9;4;0;0;2;50;12;4;2015
10.12.2015;10;5;0;0;2;50;12;4;2015
11.12.2015;11;6;0;0;2;50;12;4;2015
12.12.2015;12;7;1;0;2;50;12;4;2015
13.12.2015;13;1;1;0;3;51;12;4;2015
14.12.2015;14;2;0;0;3;51;12;4;2015
15.12.2015;15;3;0;0;3;51;12;4;2015
16.12.2015;16;4;0;0;3;51;12;4;2015
17.12.2015;17;5;0;0;3;51;12;4;2015
18.12.2015;18;6;0;0;3;51;12;4;2015
19.12.2015;19;7;1;0;3;51;12;4;2015
20.12.2015;20;1;1;0;4;52;12;4;2015
21.12.2015;21;2;0;0;4;52;12;4;2015
22.12.2015;22;3;0;0;4;52;12;4;2015
23.12.2015;23;4;0;0;4;52;12;4;2015
24.12.2015;24;5;0;0;4;52;12;4;2015
25.12.2015;25;6;0;1;4;52;12;4;2015
26.12.2015;26;7;1;0;4;52;12;4;2015
27.12.2015;27;1;1;0;5;53;12;4;2015
28.12.2015;28;2;0;0;5;53;12;4;2015
29.12.2015;29;3;0;0;5;53;12;4;2015
30.12.2015;30;4;0;0;5;53;12;4;2015
31.12.2015;31;5;0;0;5;53;12;4;2015
01.01.2016;1;6;0;1;1;1;1;1;2016
02.01.2016;2;7;1;0;1;1;1;1;2016
03.01.2016;3;1;1;0;2;2;1;1;2016
04.01.2016;4;2;0;0;2;2;1;1;2016
05.01.2016;5;3;0;0;2;2;1;1;2016
06.01.2016;6;4;0;0;2;2;1;1;2016
07.01.2016;7;5;0;0;2;2;1;1;2016
08.01.2016;8;6;0;0;2;2;1;1;2016
09.01.2016;9;7;1;0;2;2;1;1;2016
10.01.2016;10;1;1;0;3;3;1;1;2016
11.01.2016;11;2;0;0;3;3;1;1;2016
12.01.2016;12;3;0;0;3;3;1;1;2016
13.01.2016;13;4;0;0;3;3;1;1;2016
14.01.2016;14;5;0;0;3;3;1;1;2016
15.01.2016;15;6;0;0;3;3;1;1;2016
16.01.2016;16;7;1;0;3;3;1;1;2016
17.01.2016;17;1;1;0;4;4;1;1;2016
18.01.2016;18;2;0;1;4;4;1;1;2016
19.01.2016;19;3;0;0;4;4;1;1;2016
20.01.2016;20;4;0;0;4;4;1;1;2016
21.01.2016;21;5;0;0;4;4;1;1;2016
22.01.2016;22;6;0;0;4;4;1;1;2016
23.01.2016;23;7;1;0;4;4;1;1;2016
24.01.2016;24;1;1;0;5;5;1;1;2016
25.01.2016;25;2;0;0;5;5;1;1;2016
26.01.2016;26;3;0;0;5;5;1;1;2016
27.01.2016;27;4;0;0;5;5;1;1;2016
28.01.2016;28;5;0;0;5;5;1;1;2016
29.01.2016;29;6;0;0;5;5;1;1;2016
30.01.2016;30;7;1;0;5;5;1;1;2016
31.01.2016;31;1;1;0;6;6;1;1;2016
01.02.2016;1;2;0;0;1;6;2;1;2016
02.02.2016;2;3;0;0;1;6;2;1;2016
03.02.2016;3;4;0;0;1;6;2;1;2016
04.02.2016;4;5;0;0;1;6;2;1;2016
05.02.2016;5;6;0;0;1;6;2;1;2016
06.02.2016;6;7;1;0;1;6;2;1;2016
07.02.2016;7;1;1;0;2;7;2;1;2016
08.02.2016;8;2;0;0;2;7;2;1;2016
09.02.2016;9;3;0;0;2;7;2;1;2016
10.02.2016;10;4;0;0;2;7;2;1;2016
11.02.2016;11;5;0;0;2;7;2;1;2016
12.02.2016;12;6;0;0;2;7;2;1;2016
13.02.2016;13;7;1;0;2;7;2;1;2016
14.02.2016;14;1;1;0;3;8;2;1;2016
15.02.2016;15;2;0;1;3;8;2;1;2016
16.02.2016;16;3;0;0;3;8;2;1;2016
17.02.2016;17;4;0;0;3;8;2;1;2016
18.02.2016;18;5;0;0;3;8;2;1;2016
19.02.2016;19;6;0;0;3;8;2;1;2016
20.02.2016;20;7;1;0;3;8;2;1;2016
21.02.2016;21;1;1;0;4;9;2;1;2016
22.02.2016;22;2;0;0;4;9;2;1;2016
23.02.2016;23;3;0;0;4;9;2;1;2016
24.02.2016;24;4;0;0;4;9;2;1;2016
25.02.2016;25;5;0;0;4;9;2;1;2016
26.02.2016;26;6;0;0;4;9;2;1;2016
27.02.2016;27;7;1;0;4;9;2;1;2016
28.02.2016;28;1;1;0;5;10;2;1;2016
29.02.2016;29;2;0;0;5;10;2;1;2016
01.03.2016;1;3;0;0;1;10;3;1;2016
02.03.2016;2;4;0;0;1;10;3;1;2016
03.03.2016;3;5;0;0;1;10;3;1;2016
04.03.2016;4;6;0;0;1;10;3;1;2016
05.03.2016;5;7;1;0;1;10;3;1;2016
06.03.2016;6;1;1;0;2;11;3;1;2016
07.03.2016;7;2;0;0;2;11;3;1;2016
08.03.2016;8;3;0;0;2;11;3;1;2016
09.03.2016;9;4;0;0;2;11;3;1;2016
10.03.2016;10;5;0;0;2;11;3;1;2016
11.03.2016;11;6;0;0;2;11;3;1;2016
12.03.2016;12;7;1;0;2;11;3;1;2016
13.03.2016;13;1;1;0;3;12;3;1;2016
14.03.2016;14;2;0;0;3;12;3;1;2016
15.03.2016;15;3;0;0;3;12;3;1;2016
16.03.2016;16;4;0;0;3;12;3;1;2016
17.03.2016;17;5;0;0;3;12;3;1;2016
18.03.2016;18;6;0;0;3;12;3;1;2016
19.03.2016;19;7;1;0;3;12;3;1;2016
20.03.2016;20;1;1;0;4;13;3;1;2016
21.03.2016;21;2;0;0;4;13;3;1;2016
22.03.2016;22;3;0;0;4;13;3;1;2016
23.03.2016;23;4;0;0;4;13;3;1;2016
24.03.2016;24;5;0;0;4;13;3;1;2016
25.03.2016;25;6;0;0;4;13;3;1;2016
26.03.2016;26;7;1;0;4;13;3;1;2016
27.03.2016;27;1;1;0;5;14;3;1;2016
28.03.2016;28;2;0;0;5;14;3;1;2016
29.03.2016;29;3;0;0;5;14;3;1;2016
30.03.2016;30;4;0;0;5;14;3;1;2016
31.03.2016;31;5;0;0;5;14;3;1;2016
01.04.2016;1;6;0;0;1;14;4;2;2016
02.04.2016;2;7;1;0;1;14;4;2;2016
03.04.2016;3;1;1;0;2;15;4;2;2016
04.04.2016;4;2;0;0;2;15;4;2;2016
05.04.2016;5;3;0;0;2;15;4;2;2016
06.04.2016;6;4;0;0;2;15;4;2;2016
07.04.2016;7;5;0;0;2;15;4;2;2016
08.04.2016;8;6;0;0;2;15;4;2;2016
09.04.2016;9;7;1;0;2;15;4;2;2016
10.04.2016;10;1;1;0;3;16;4;2;2016
11.04.2016;11;2;0;0;3;16;4;2;2016
12.04.2016;12;3;0;0;3;16;4;2;2016
13.04.2016;13;4;0;0;3;16;4;2;2016
14.04.2016;14;5;0;0;3;16;4;2;2016
15.04.2016;15;6;0;0;3;16;4;2;2016
16.04.2016;16;7;1;0;3;16;4;2;2016
17.04.2016;17;1;1;0;4;17;4;2;2016
18.04.2016;18;2;0;0;4;17;4;2;2016
19.04.2016;19;3;0;0;4;17;4;2;2016
20.04.2016;20;4;0;0;4;17;4;2;2016
21.04.2016;21;5;0;0;4;17;4;2;2016
22.04.2016;22;6;0;0;4;17;4;2;2016
23.04.2016;23;7;1;0;4;17;4;2;2016
24.04.2016;24;1;1;0;5;18;4;2;2016
25.04.2016;25;2;0;0;5;18;4;2;2016
26.04.2016;26;3;0;0;5;18;4;2;2016
27.04.2016;27;4;0;0;5;18;4;2;2016
28.04.2016;28;5;0;0;5;18;4;2;2016
29.04.2016;29;6;0;0;5;18;4;2;2016
30.04.2016;30;7;1;0;5;18;4;2;2016
01.05.2016;1;1;1;0;1;19;5;2;2016
02.05.2016;2;2;0;0;1;19;5;2;2016
03.05.2016;3;3;0;0;1;19;5;2;2016
04.05.2016;4;4;0;0;1;19;5;2;2016
05.05.2016;5;5;0;0;1;19;5;2;2016
06.05.2016;6;6;0;0;1;19;5;2;2016
07.05.2016;7;7;1;0;1;19;5;2;2016
08.05.2016;8;1;1;0;2;20;5;2;2016
09.05.2016;9;2;0;0;2;20;5;2;2016
10.05.2016;10;3;0;0;2;20;5;2;2016
11.05.2016;11;4;0;0;2;20;5;2;2016
12.05.2016;12;5;0;0;2;20;5;2;2016
13.05.2016;13;6;0;0;2;20;5;2;2016
14.05.2016;14;7;1;0;2;20;5;2;2016
15.05.2016;15;1;1;0;3;21;5;2;2016
16.05.2016;16;2;0;0;3;21;5;2;2016
17.05.2016;17;3;0;0;3;21;5;2;2016
18.05.2016;18;4;0;0;3;21;5;2;2016
19.05.2016;19;5;0;0;3;21;5;2;2016
20.05.2016;20;6;0;0;3;21;5;2;2016
21.05.2016;21;7;1;0;3;21;5;2;2016
22.05.2016;22;1;1;0;4;22;5;2;2016
23.05.2016;23;2;0;0;4;22;5;2;2016
24.05.2016;24;3;0;0;4;22;5;2;2016
25.05.2016;25;4;0;0;4;22;5;2;2016
26.05.2016;26;5;0;0;4;22;5;2;2016
27.05.2016;27;6;0;0;4;22;5;2;2016
28.05.2016;28;7;1;0;4;22;5;2;2016
29.05.2016;29;1;1;0;5;23;5;2;2016
30.05.2016;30;2;0;1;5;23;5;2;2016
31.05.2016;31;3;0;0;5;23;5;2;2016
01.06.2016;1;4;0;0;1;23;6;2;2016
02.06.2016;2;5;0;0;1;23;6;2;2016
03.06.2016;3;6;0;0;1;23;6;2;2016
04.06.2016;4;7;1;0;1;23;6;2;2016
05.06.2016;5;1;1;0;2;24;6;2;2016
06.06.2016;6;2;0;0;2;24;6;2;2016
07.06.2016;7;3;0;0;2;24;6;2;2016
08.06.2016;8;4;0;0;2;24;6;2;2016
09.06.2016;9;5;0;0;2;24;6;2;2016
10.06.2016;10;6;0;0;2;24;6;2;2016
11.06.2016;11;7;1;0;2;24;6;2;2016
12.06.2016;12;1;1;0;3;25;6;2;2016
13.06.2016;13;2;0;0;3;25;6;2;2016
14.06.2016;14;3;0;0;3;25;6;2;2016
15.06.2016;15;4;0;0;3;25;6;2;2016
16.06.2016;16;5;0;0;3;25;6;2;2016
17.06.2016;17;6;0;0;3;25;6;2;2016
18.06.2016;18;7;1;0;3;25;6;2;2016
19.06.2016;19;1;1;0;4;26;6;2;2016
20.06.2016;20;2;0;0;4;26;6;2;2016
21.06.2016;21;3;0;0;4;26;6;2;2016
22.06.2016;22;4;0;0;4;26;6;2;2016
23.06.2016;23;5;0;0;4;26;6;2;2016
24.06.2016;24;6;0;0;4;26;6;2;2016
25.06.2016;25;7;1;0;4;26;6;2;2016
26.06.2016;26;1;1;0;5;27;6;2;2016
27.06.2016;27;2;0;0;5;27;6;2;2016
28.06.2016;28;3;0;0;5;27;6;2;2016
29.06.2016;29;4;0;0;5;27;6;2;2016
30.06.2016;30;5;0;0;5;27;6;2;2016
01.07.2016;1;6;0;0;1;27;7;3;2016
02.07.2016;2;7;1;0;1;27;7;3;2016
03.07.2016;3;1;1;0;2;28;7;3;2016
04.07.2016;4;2;0;1;2;28;7;3;2016
05.07.2016;5;3;0;0;2;28;7;3;2016
06.07.2016;6;4;0;0;2;28;7;3;2016
07.07.2016;7;5;0;0;2;28;7;3;2016
08.07.2016;8;6;0;0;2;28;7;3;2016
09.07.2016;9;7;1;0;2;28;7;3;2016
10.07.2016;10;1;1;0;3;29;7;3;2016
11.07.2016;11;2;0;0;3;29;7;3;2016
12.07.2016;12;3;0;0;3;29;7;3;2016
13.07.2016;13;4;0;0;3;29;7;3;2016
14.07.2016;14;5;0;0;3;29;7;3;2016
15.07.2016;15;6;0;0;3;29;7;3;2016
16.07.2016;16;7;1;0;3;29;7;3;2016
17.07.2016;17;1;1;0;4;30;7;3;2016
18.07.2016;18;2;0;0;4;30;7;3;2016
19.07.2016;19;3;0;0;4;30;7;3;2016
20.07.2016;20;4;0;0;4;30;7;3;2016
21.07.2016;21;5;0;0;4;30;7;3;2016
22.07.2016;22;6;0;0;4;30;7;3;2016
23.07.2016;23;7;1;0;4;30;7;3;2016
24.07.2016;24;1;1;0;5;31;7;3;2016
25.07.2016;25;2;0;0;5;31;7;3;2016
26.07.2016;26;3;0;0;5;31;7;3;2016
27.07.2016;27;4;0;0;5;31;7;3;2016
28.07.2016;28;5;0;0;5;31;7;3;2016
29.07.2016;29;6;0;0;5;31;7;3;2016
30.07.2016;30;7;1;0;5;31;7;3;2016
31.07.2016;31;1;1;0;6;32;7;3;2016
01.08.2016;1;2;0;0;1;32;8;3;2016
02.08.2016;2;3;0;0;1;32;8;3;2016
03.08.2016;3;4;0;0;1;32;8;3;2016
04.08.2016;4;5;0;0;1;32;8;3;2016
05.08.2016;5;6;0;0;1;32;8;3;2016
06.08.2016;6;7;1;0;1;32;8;3;2016
07.08.2016;7;1;1;0;2;33;8;3;2016
08.08.2016;8;2;0;0;2;33;8;3;2016
09.08.2016;9;3;0;0;2;33;8;3;2016
10.08.2016;10;4;0;0;2;33;8;3;2016
11.08.2016;11;5;0;0;2;33;8;3;2016
12.08.2016;12;6;0;0;2;33;8;3;2016
13.08.2016;13;7;1;0;2;33;8;3;2016
14.08.2016;14;1;1;0;3;34;8;3;2016
15.08.2016;15;2;0;0;3;34;8;3;2016
16.08.2016;16;3;0;0;3;34;8;3;2016
17.08.2016;17;4;0;0;3;34;8;3;2016
18.08.2016;18;5;0;0;3;34;8;3;2016
