Date;Day;Weekday;Is_weekend;Is_holiday;Week_of_month;Week_of_year;Month;Quarter;Year
12.09.2013;12;5;0;0;2;37;9;3;2013
13.09.2013;13;6;0;0;2;37;9;3;2013
14.09.2013;14;7;1;0;2;37;9;3;2013
15.09.2013;15;1;1;0;3;38;9;3;2013
16.09.2013;16;2;0;0;3;38;9;3;2013
17.09.2013;17;3;0;0;3;38;9;3;2013
18.09.2013;18;4;0;0;3;38;9;3;2013
19.09.2013;19;5;0;0;3;38;9;3;2013
20.09.2013;20;6;0;0;3;38;9;3;2013
21.09.2013;21;7;1;0;3;38;9;3;2013
22.09.2013;22;1;1;0;4;39;9;3;2013
23.09.2013;23;2;0;0;4;39;9;3;2013
24.09.2013;24;3;0;0;4;39;9;3;2013
25.09.2013;25;4;0;0;4;39;9;3;2013
26.09.2013;26;5;0;0;4;39;9;3;2013
27.09.2013;27;6;0;0;4;39;9;3;2013
28.09.2013;28;7;1;0;4;39;9;3;2013
29.09.2013;29;1;1;0;5;40;9;3;2013
30.09.2013;30;2;0;0;5;40;9;3;2013
01.10.2013;1;3;0;0;1;40;10;4;2013
02.10.2013;2;4;0;0;1;40;10;4;2013
03.10.2013;3;5;0;0;1;40;10;4;2013
04.10.2013;4;6;0;0;1;40;10;4;2013
05.10.2013;5;7;1;0;1;40;10;4;2013
06.10.2013;6;1;1;0;2;41;10;4;2013
07.10.2013;7;2;0;0;2;41;10;4;2013
08.10.2013;8;3;0;0;2;41;10;4;2013
09.10.2013;9;4;0;0;2;41;10;4;2013
10.10.2013;10;5;0;0;2;41;10;4;2013
11.10.2013;11;6;0;0;2;41;10;4;2013
12.10.2013;12;7;1;0;2;41;10;4;2013
13.10.2013;13;1;1;0;3;42;10;4;2013
14.10.2013;14;2;0;1;3;42;10;4;2013
15.10.2013;15;3;0;0;3;42;10;4;2013
16.10.2013;16;4;0;0;3;42;10;4;2013
17.10.2013;17;5;0;0;3;42;10;4;2013
18.10.2013;18;6;0;0;3;42;10;4;2013
19.10.2013;19;7;1;0;3;42;10;4;2013
20.10.2013;20;1;1;0;4;43;10;4;2013
21.10.2013;21;2;0;0;4;43;10;4;2013
22.10.2013;22;3;0;0;4;43;10;4;2013
23.10.2013;23;4;0;0;4;43;10;4;2013
24.10.2013;24;5;0;0;4;43;10;4;2013
25.10.2013;25;6;0;0;4;43;10;4;2013
26.10.2013;26;7;1;0;4;43;10;4;2013
27.10.2013;27;1;1;0;5;44;10;4;2013
28.10.2013;28;2;0;0;5;44;10;4;2013
29.10.2013;29;3;0;0;5;44;10;4;2013
30.10.2013;30;4;0;0;5;44;10;4;2013
31.10.2013;31;5;0;0;5;44;10;4;2013
01.11.2013;1;6;0;0;1;44;11;4;2013
02.11.2013;2;7;1;0;1;44;11;4;2013
03.11.2013;3;1;1;0;2;45;11;4;2013
04.11.2013;4;2;0;0;2;45;11;4;2013
05.11.2013;5;3;0;0;2;45;11;4;2013
06.11.2013;6;4;0;0;2;45;11;4;2013
07.11.2013;7;5;0;0;2;45;11;4;2013
08.11.2013;8;6;0;0;2;45;11;4;2013
09.11.2013;9;7;1;0;2;45;11;4;2013
10.11.2013;10;1;1;0;3;46;11;4;2013
11.11.2013;11;2;0;1;3;46;11;4;2013
12.11.2013;12;3;0;0;3;46;11;4;2013
13.11.2013;13;4;0;0;3;46;11;4;2013
14.11.2013;14;5;0;0;3;46;11;4;2013
15.11.2013;15;6;0;0;3;46;11;4;2013
16.11.2013;16;7;1;0;3;46;11;4;2013
17.11.2013;17;1;1;0;4;47;11;4;2013
18.11.2013;18;2;0;0;4;47;11;4;2013
19.11.2013;19;3;0;0;4;47;11;4;2013
20.11.2013;20;4;0;0;4;47;11;4;2013
21.11.2013;21;5;0;0;4;47;11;4;2013
22.11.2013;22;6;0;0;4;47;11;4;2013
23.11.2013;23;7;1;0;4;47;11;4;2013
24.11.2013;24;1;1;0;5;48;11;4;2013
25.11.2013;25;2;0;0;5;48;11;4;2013
26.11.2013;26;3;0;0;5;48;11;4;2013
27.11.2013;27;4;0;0;5;48;11;4;2013
28.11.2013;28;5;0;1;5;48;11;4;2013
29.11.2013;29;6;0;1;5;48;11;4;2013
30.11.2013;30;7;1;0;5;48;11;4;2013
01.12.2013;1;1;1;0;1;49;12;4;2013
02.12.2013;2;2;0;0;1;49;12;4;2013
03.12.2013;3;3;0;0;1;49;12;4;2013
04.12.2013;4;4;0;0;1;49;12;4;2013
05.12.2013;5;5;0;0;1;49;12;4;2013
06.12.2013;6;6;0;0;1;49;12;4;2013
07.12.2013;7;7;1;0;1;49;12;4;2013
08.12.2013;8;1;1;0;2;50;12;4;2013
09.12.2013;9;2;0;0;2;50;12;4;2013
10.12.2013;10;3;0;0;2;50;12;4;2013
11.12.2013;11;4;0;0;2;50;12;4;2013
12.12.2013;12;5;0;0;2;50;12;4;2013
13.12.2013;13;6;0;0;2;50;12;4;2013
14.12.2013;14;7;1;0;2;50;12;4;2013
15.12.2013;15;1;1;0;3;51;12;4;2013
16.12.2013;16;2;0;0;3;51;12;4;2013
17.12.2013;17;3;0;0;3;51;12;4;2013
18.12.2013;18;4;0;0;3;51;12;4;2013
19.12.2013;19;5;0;0;3;51;12;4;2013
20.12.2013;20;6;0;0;3;51;12;4;2013
21.12.2013;21;7;1;0;3;51;12;4;2013
22.12.2013;22;1;1;0;4;52;12;4;2013
23.12.2013;23;2;0;0;4;52;12;4;2013
24.12.2013;24;3;0;0;4;52;12;4;2013
25.12.2013;25;4;0;1;4;52;12;4;2013
26.12.2013;26;5;0;0;4;52;12;4;2013
27.12.2013;27;6;0;0;4;52;12;4;2013
28.12.2013;28;7;1;0;4;52;12;4;2013
29.12.2013;29;1;1;0;5;53;12;4;2013
30.12.2013;30;2;0;0;5;53;12;4;2013
31.12.2013;31;3;0;0;5;53;12;4;2013
01.01.2014;1;4;0;1;1;1;1;1;2014
02.01.2014;2;5;0;0;1;1;1;1;2014
03.01.2014;3;6;0;0;1;1;1;1;2014
04.01.2014;4;7;1;0;1;1;1;1;2014
05.01.2014;5;1;1;0;2;2;1;1;2014
06.01.2014;6;2;0;0;2;2;1;1;2014
07.01.2014;7;3;0;0;2;2;1;1;2014
08.01.2014;8;4;0;0;2;2;1;1;2014
09.01.2014;9;5;0;0;2;2;1;1;2014
10.01.2014;10;6;0;0;2;2;1;1;2014
11.01.2014;11;7;1;0;2;2;1;1;2014
12.01.2014;12;1;1;0;3;3;1;1;2014
13.01.2014;13;2;0;0;3;3;1;1;2014
14.01.2014;14;3;0;0;3;3;1;1;2014
15.01.2014;15;4;0;0;3;3;1;1;2014
16.01.2014;16;5;0;0;3;3;1;1;2014
17.01.2014;17;6;0;0;3;3;1;1;2014
18.01.2014;18;7;1;0;3;3;1;1;2014
19.01.2014;19;1;1;0;4;4;1;1;2014
20.01.2014;20;2;0;1;4;4;1;1;2014
21.01.2014;21;3;0;0;4;4;1;1;2014
22.01.2014;22;4;0;0;4;4;1;1;2014
23.01.2014;23;5;0;0;4;4;1;1;2014
24.01.2014;24;6;0;0;4;4;1;1;2014
25.01.2014;25;7;1;0;4;4;1;1;2014
26.01.2014;26;1;1;0;5;5;1;1;2014
27.01.2014;27;2;0;0;5;5;1;1;2014
28.01.2014;28;3;0;0;5;5;1;1;2014
29.01.2014;29;4;0;0;5;5;1;1;2014
30.01.2014;30;5;0;0;5;5;1;1;2014
31.01.2014;31;6;0;0;5;5;1;1;2014
01.02.2014;1;7;1;0;1;5;2;1;2014
02.02.2014;2;1;1;0;2;6;2;1;2014
03.02.2014;3;2;0;0;2;6;2;1;2014
04.02.2014;4;3;0;0;2;6;2;1;2014
05.02.2014;5;4;0;0;2;6;2;1;2014
06.02.2014;6;5;0;0;2;6;2;1;2014
07.02.2014;7;6;0;0;2;6;2;1;2014
08.02.2014;8;7;1;0;2;6;2;1;2014
09.02.2014;9;1;1;0;3;7;2;1;2014
10.02.2014;10;2;0;0;3;7;2;1;2014
11.02.2014;11;3;0;0;3;7;2;1;2014
12.02.2014;12;4;0;0;3;7;2;1;2014
13.02.2014;13;5;0;0;3;7;2;1;2014
14.02.2014;14;6;0;0;3;7;2;1;2014
15.02.2014;15;7;1;0;3;7;2;1;2014
16.02.2014;16;1;1;0;4;8;2;1;2014
17.02.2014;17;2;0;1;4;8;2;1;2014
18.02.2014;18;3;0;0;4;8;2;1;2014
19.02.2014;19;4;0;0;4;8;2;1;2014
20.02.2014;20;5;0;0;4;8;2;1;2014
21.02.2014;21;6;0;0;4;8;2;1;2014
22.02.2014;22;7;1;0;4;8;2;1;2014
23.02.2014;23;1;1;0;5;9;2;1;2014
24.02.2014;24;2;0;0;5;9;2;1;2014
25.02.2014;25;3;0;0;5;9;2;1;2014
26.02.2014;26;4;0;0;5;9;2;1;2014
27.02.2014;27;5;0;0;5;9;2;1;2014
28.02.2014;28;6;0;0;5;9;2;1;2014
01.03.2014;1;7;1;0;1;9;3;1;2014
02.03.2014;2;1;1;0;2;10;3;1;2014
03.03.2014;3;2;0;0;2;10;3;1;2014
04.03.2014;4;3;0;0;2;10;3;1;2014
05.03.2014;5;4;0;0;2;10;3;1;2014
06.03.2014;6;5;0;0;2;10;3;1;2014
07.03.2014;7;6;0;0;2;10;3;1;2014
08.03.2014;8;7;1;0;2;10;3;1;2014
09.03.2014;9;1;1;0;3;11;3;1;2014
10.03.2014;10;2;0;0;3;11;3;1;2014
11.03.2014;11;3;0;0;3;11;3;1;2014
12.03.2014;12;4;0;0;3;11;3;1;2014
13.03.2014;13;5;0;0;3;11;3;1;2014
14.03.2014;14;6;0;0;3;11;3;1;2014
15.03.2014;15;7;1;0;3;11;3;1;2014
16.03.2014;16;1;1;0;4;12;3;1;2014
17.03.2014;17;2;0;0;4;12;3;1;2014
18.03.2014;18;3;0;0;4;12;3;1;2014
19.03.2014;19;4;0;0;4;12;3;1;2014
20.03.2014;20;5;0;0;4;12;3;1;2014
21.03.2014;21;6;0;0;4;12;3;1;2014
22.03.2014;22;7;1;0;4;12;3;1;2014
23.03.2014;23;1;1;0;5;13;3;1;2014
24.03.2014;24;2;0;0;5;13;3;1;2014
25.03.2014;25;3;0;0;5;13;3;1;2014
26.03.2014;26;4;0;0;5;13;3;1;2014
27.03.2014;27;5;0;0;5;13;3;1;2014
28.03.2014;28;6;0;0;5;13;3;1;2014
29.03.2014;29;7;1;0;5;13;3;1;2014
30.03.2014;30;1;1;0;6;14;3;1;2014
31.03.2014;31;2;0;0;6;14;3;1;2014
01.04.2014;1;3;0;0;1;14;4;2;2014
02.04.2014;2;4;0;0;1;14;4;2;2014
03.04.2014;3;5;0;0;1;14;4;2;2014
04.04.2014;4;6;0;0;1;14;4;2;2014
05.04.2014;5;7;1;0;1;14;4;2;2014
06.04.2014;6;1;1;0;2;15;4;2;2014
07.04.2014;7;2;0;0;2;15;4;2;2014
08.04.2014;8;3;0;0;2;15;4;2;2014
09.04.2014;9;4;0;0;2;15;4;2;2014
10.04.2014;10;5;0;0;2;15;4;2;2014
11.04.2014;11;6;0;0;2;15;4;2;2014
12.04.2014;12;7;1;0;2;15;4;2;2014
13.04.2014;13;1;1;0;3;16;4;2;2014
14.04.2014;14;2;0;0;3;16;4;2;2014
15.04.2014;15;3;0;0;3;16;4;2;2014
16.04.2014;16;4;0;0;3;16;4;2;2014
17.04.2014;17;5;0;0;3;16;4;2;2014
18.04.2014;18;6;0;0;3;16;4;2;2014
19.04.2014;19;7;1;0;3;16;4;2;2014
20.04.2014;20;1;1;0;4;17;4;2;2014
21.04.2014;21;2;0;0;4;17;4;2;2014
22.04.2014;22;3;0;0;4;17;4;2;2014
23.04.2014;23;4;0;0;4;17;4;2;2014
24.04.2014;24;5;0;0;4;17;4;2;2014
25.04.2014;25;6;0;0;4;17;4;2;2014
26.04.2014;26;7;1;0;4;17;4;2;2014
27.04.2014;27;1;1;0;5;18;4;2;2014
28.04.2014;28;2;0;0;5;18;4;2;2014
29.04.2014;29;3;0;0;5;18;4;2;2014
30.04.2014;30;4;0;0;5;18;4;2;2014
01.05.2014;1;5;0;0;1;18;5;2;2014
02.05.2014;2;6;0;0;1;18;5;2;2014
03.05.2014;3;7;1;0;1;18;5;2;2014
04.05.2014;4;1;1;0;2;19;5;2;2014
05.05.2014;5;2;0;0;2;19;5;2;2014
06.05.2014;6;3;0;0;2;19;5;2;2014
07.05.2014;7;4;0;0;2;19;5;2;2014
08.05.2014;8;5;0;0;2;19;5;2;2014
09.05.2014;9;6;0;0;2;19;5;2;2014
10.05.2014;10;7;1;0;2;19;5;2;2014
11.05.2014;11;1;1;0;3;20;5;2;2014
12.05.2014;12;2;0;0;3;20;5;2;2014
13.05.2014;13;3;0;0;3;20;5;2;2014
14.05.2014;14;4;0;0;3;20;5;2;2014
15.05.2014;15;5;0;0;3;20;5;2;2014
16.05.2014;16;6;0;0;3;20;5;2;2014
17.05.2014;17;7;1;0;3;20;5;2;2014
18.05.2014;18;1;1;0;4;21;5;2;2014
19.05.2014;19;2;0;0;4;21;5;2;2014
20.05.2014;20;3;0;0;4;21;5;2;2014
21.05.2014;21;4;0;0;4;21;5;2;2014
22.05.2014;22;5;0;0;4;21;5;2;2014
23.05.2014;23;6;0;0;4;21;5;2;2014
24.05.2014;24;7;1;0;4;21;5;2;2014
25.05.2014;25;1;1;0;5;22;5;2;2014
26.05.2014;26;2;0;1;5;22;5;2;2014
27.05.2014;27;3;0;0;5;22;5;2;2014
28.05.2014;28;4;0;0;5;22;5;2;2014
29.05.2014;29;5;0;0;5;22;5;2;2014
30.05.2014;30;6;0;0;5;22;5;2;2014
31.05.2014;31;7;1;0;5;22;5;2;2014
01.06.2014;1;1;1;0;1;23;6;2;2014
02.06.2014;2;2;0;0;1;23;6;2;2014
03.06.2014;3;3;0;0;1;23;6;2;2014
04.06.2014;4;4;0;0;1;23;6;2;2014
05.06.2014;5;5;0;0;1;23;6;2;2014
06.06.2014;6;6;0;0;1;23;6;2;2014
07.06.2014;7;7;1;0;1;23;6;2;2014
08.06.2014;8;1;1;0;2;24;6;2;2014
09.06.2014;9;2;0;0;2;24;6;2;2014
10.06.2014;10;3;0;0;2;24;6;2;2014
11.06.2014;11;4;0;0;2;24;6;2;2014
12.06.2014;12;5;0;0;2;24;6;2;2014
13.06.2014;13;6;0;0;2;24;6;2;2014
14.06.2014;14;7;1;0;2;24;6;2;2014
15.06.2014;15;1;1;0;3;25;6;2;2014
16.06.2014;16;2;0;0;3;25;6;2;2014
17.06.2014;17;3;0;0;3;25;6;2;2014
18.06.2014;18;4;0;0;3;25;6;2;2014
19.06.2014;19;5;0;0;3;25;6;2;2014
20.06.2014;20;6;0;0;3;25;6;2;2014
21.06.2014;21;7;1;0;3;25;6;2;2014
22.06.2014;22;1;1;0;4;26;6;2;2014
23.06.2014;23;2;0;0;4;26;6;2;2014
24.06.2014;24;3;0;0;4;26;6;2;2014
25.06.2014;25;4;0;0;4;26;6;2;2014
26.06.2014;26;5;0;0;4;26;6;2;2014
27.06.2014;27;6;0;0;4;26;6;2;2014
28.06.2014;28;7;1;0;4;26;6;2;2014
29.06.2014;29;1;1;0;5;27;6;2;2014
30.06.2014;30;2;0;0;5;27;6;2;2014
01.07.2014;1;3;0;0;1;27;7;3;2014
02.07.2014;2;4;0;0;1;27;7;3;2014
03.07.2014;3;5;0;0;1;27;7;3;2014
04.07.2014;4;6;0;1;1;27;7;3;2014
05.07.2014;5;7;1;0;1;27;7;3;2014
06.07.2014;6;1;1;0;2;28;7;3;2014
07.07.2014;7;2;0;0;2;28;7;3;2014
08.07.2014;8;3;0;0;2;28;7;3;2014
09.07.2014;9;4;0;0;2;28;7;3;2014
10.07.2014;10;5;0;0;2;28;7;3;2014
11.07.2014;11;6;0;0;2;28;7;3;2014
12.07.2014;12;7;1;0;2;28;7;3;2014
13.07.2014;13;1;1;0;3;29;7;3;2014
14.07.2014;14;2;0;0;3;29;7;3;2014
15.07.2014;15;3;0;0;3;29;7;3;2014
16.07.2014;16;4;0;0;3;29;7;3;2014
17.07.2014;17;5;0;0;3;29;7;3;2014
18.07.2014;18;6;0;0;3;29;7;3;2014
19.07.2014;19;7;1;0;3;29;7;3;2014
20.07.2014;20;1;1;0;4;30;7;3;2014
21.07.2014;21;2;0;0;4;30;7;3;2014
22.07.2014;22;3;0;0;4;30;7;3;2014
23.07.2014;23;4;0;0;4;30;7;3;2014
24.07.2014;24;5;0;0;4;30;7;3;2014
25.07.2014;25;6;0;0;4;30;7;3;2014
26.07.2014;26;7;1;0;4;30;7;3;2014
27.07.2014;27;1;1;0;5;31;7;3;2014
28.07.2014;28;2;0;0;5;31;7;3;2014
29.07.2014;29;3;0;0;5;31;7;3;2014
30.07.2014;30;4;0;0;5;31;7;3;2014
31.07.2014;31;5;0;0;5;31;7;3;2014
01.08.2014;1;6;0;0;1;31;8;3;2014
02.08.2014;2;7;1;0;1;31;8;3;2014
03.08.2014;3;1;1;0;2;32;8;3;2014
04.08.2014;4;2;0;0;2;32;8;3;2014
05.08.2014;5;3;0;0;2;32;8;3;2014
06.08.2014;6;4;0;0;2;32;8;3;2014
07.08.2014;7;5;0;0;2;32;8;3;2014
08.08.2014;8;6;0;0;2;32;8;3;2014
09.08.2014;9;7;1;0;2;32;8;3;2014
10.08.2014;10;1;1;0;3;33;8;3;2014
11.08.2014;11;2;0;0;3;33;8;3;2014
12.08.2014;12;3;0;0;3;33;8;3;2014
13.08.2014;13;4;0;0;3;33;8;3;2014
14.08.2014;14;5;0;0;3;33;8;3;2014
15.08.2014;15;6;0;0;3;33;8;3;2014
16.08.2014;16;7;1;0;3;33;8;3;2014
17.08.2014;17;1;1;0;4;34;8;3;2014
18.08.2014;18;2;0;0;4;34;8;3;2014
19.08.2014;19;3;0;0;4;34;8;3;2014
20.08.2014;20;4;0;0;4;34;8;3;2014
21.08.2014;21;5;0;0;4;34;8;3;2014
22.08.2014;22;6;0;0;4;34;8;3;2014
23.08.2014;23;7;1;0;4;34;8;3;2014
24.08.2014;24;1;1;0;5;35;8;3;2014
25.08.2014;25;2;0;0;5;35;8;3;2014
26.08.2014;26;3;0;0;5;35;8;3;2014
27.08.2014;27;4;0;0;5;35;8;3;2014
28.08.2014;28;5;0;0;5;35;8;3;2014
29.08.2014;29;6;0;0;5;35;8;3;2014
30.08.2014;30;7;1;0;5;35;8;3;2014
31.08.2014;31;1;1;0;6;36;8;3;2014
01.09.2014;1;2;0;1;1;36;9;3;2014
02.09.2014;2;3;0;0;1;36;9;3;2014
03.09.2014;3;4;0;0;1;36;9;3;2014
04.09.2014;4;5;0;0;1;36;9;3;2014
05.09.2014;5;6;0;0;1;36;9;3;2014
06.09.2014;6;7;1;0;1;36;9;3;2014
07.09.2014;7;1;1;0;2;37;9;3;2014
08.09.2014;8;2;0;0;2;37;9;3;2014
09.09.2014;9;3;0;0;2;37;9;3;2014
10.09.2014;10;4;0;0;2;37;9;3;2014
11.09.2014;11;5;0;0;2;37;9;3;2014
12.09.2014;12;6;0;0;2;37;9;3;2014
13.09.2014;13;7;1;0;2;37;9;3;2014
14.09.2014;14;1;1;0;3;38;9;3;2014
15.09.2014;15;2;0;0;3;38;9;3;2014
16.09.2014;16;3;0;0;3;38;9;3;2014
17.09.2014;17;4;0;0;3;38;9;3;2014
18.09.2014;18;5;0;0;3;38;9;3;2014
19.09.2014;19;6;0;0;3;38;9;3;2014
20.09.2014;20;7;1;0;3;38;9;3;2014
21.09.2014;21;1;1;0;4;39;9;3;2014
22.09.2014;22;2;0;0;4;39;9;3;2014
23.09.2014;23;3;0;0;4;39;9;3;2014
24.09.2014;24;4;0;0;4;39;9;3;2014
25.09.2014;25;5;0;0;4;39;9;3;2014
26.09.2014;26;6;0;0;4;39;9;3;2014
27.09.2014;27;7;1;0;4;39;9;3;2014
28.09.2014;28;1;1;0;5;40;9;3;2014
29.09.2014;29;2;0;0;5;40;9;3;2014
30.09.2014;30;3;0;0;5;40;9;3;2014
01.10.2014;1;4;0;0;1;40;10;4;2014
02.10.2014;2;5;0;0;1;40;10;4;2014
03.10.2014;3;6;0;0;1;40;10;4;2014
04.10.2014;4;7;1;0;1;40;10;4;2014
05.10.2014;5;1;1;0;2;41;10;4;2014
06.10.2014;6;2;0;0;2;41;10;4;2014
07.10.2014;7;3;0;0;2;41;10;4;2014
08.10.2014;8;4;0;0;2;41;10;4;2014
09.10.2014;9;5;0;0;2;41;10;4;2014
10.10.2014;10;6;0;0;2;41;10;4;2014
11.10.2014;11;7;1;0;2;41;10;4;2014
12.10.2014;12;1;1;0;3;42;10;4;2014
13.10.2014;13;2;0;1;3;42;10;4;2014
14.10.2014;14;3;0;0;3;42;10;4;2014
15.10.2014;15;4;0;0;3;42;10;4;2014
16.10.2014;16;5;0;0;3;42;10;4;2014
17.10.2014;17;6;0;0;3;42;10;4;2014
18.10.2014;18;7;1;0;3;42;10;4;2014
19.10.2014;19;1;1;0;4;43;10;4;2014
20.10.2014;20;2;0;0;4;43;10;4;2014
21.10.2014;21;3;0;0;4;43;10;4;2014
22.10.2014;22;4;0;0;4;43;10;4;2014
23.10.2014;23;5;0;0;4;43;10;4;2014
24.10.2014;24;6;0;0;4;43;10;4;2014
25.10.2014;25;7;1;0;4;43;10;4;2014
26.10.2014;26;1;1;0;5;44;10;4;2014
27.10.2014;27;2;0;0;5;44;10;4;2014
28.10.2014;28;3;0;0;5;44;10;4;2014
29.10.2014;29;4;0;0;5;44;10;4;2014
30.10.2014;30;5;0;0;5;44;10;4;2014
31.10.2014;31;6;0;0;5;44;10;4;2014
01.11.2014;1;7;1;0;1;44;11;4;2014
02.11.2014;2;1;1;0;2;45;11;4;2014
03.11.2014;3;2;0;0;2;45;11;4;2014
04.11.2014;4;3;0;0;2;45;11;4;2014
05.11.2014;5;4;0;0;2;45;11;4;2014
06.11.2014;6;5;0;0;2;45;11;4;2014
07.11.2014;7;6;0;0;2;45;11;4;2014
08.11.2014;8;7;1;0;2;45;11;4;2014
09.11.2014;9;1;1;0;3;46;11;4;2014
10.11.2014;10;2;0;0;3;46;11;4;2014
11.11.2014;11;3;0;1;3;46;11;4;2014
12.11.2014;12;4;0;0;3;46;11;4;2014
13.11.2014;13;5;0;0;3;46;11;4;2014
14.11.2014;14;6;0;0;3;46;11;4;2014
15.11.2014;15;7;1;0;3;46;11;4;2014
16.11.2014;16;1;1;0;4;47;11;4;2014
17.11.2014;17;2;0;0;4;47;11;4;2014
18.11.2014;18;3;0;0;4;47;11;4;2014
19.11.2014;19;4;0;0;4;47;11;4;2014
20.11.2014;20;5;0;0;4;47;11;4;2014
21.11.2014;21;6;0;0;4;47;11;4;2014
22.11.2014;22;7;1;0;4;47;11;4;2014
23.11.2014;23;1;1;0;5;48;11;4;2014
24.11.2014;24;2;0;0;5;48;11;4;2014
25.11.2014;25;3;0;0;5;48;11;4;2014
26.11.2014;26;4;0;0;5;48;11;4;2014
27.11.2014;27;5;0;1;5;48;11;4;2014
28.11.2014;28;6;0;1;5;48;11;4;2014
29.11.2014;29;7;1;0;5;48;11;4;2014
30.11.2014;30;1;1;0;6;49;11;4;2014
01.12.2014;1;2;0;0;1;49;12;4;2014
02.12.2014;2;3;0;0;1;49;12;4;2014
03.12.2014;3;4;0;0;1;49;12;4;2014
04.12.2014;4;5;0;0;1;49;12;4;2014
05.12.2014;5;6;0;0;1;49;12;4;2014
06.12.2014;6;7;1;0;1;49;12;4;2014
07.12.2014;7;1;1;0;2;50;12;4;2014
08.12.2014;8;2;0;0;2;50;12;4;2014
09.12.2014;9;3;0;0;2;50;12;4;2014
10.12.2014;10;4;0;0;2;50;12;4;2014
11.12.2014;11;5;0;0;2;50;12;4;2014
12.12.2014;12;6;0;0;2;50;12;4;2014
13.12.2014;13;7;1;0;2;50;12;4;2014
14.12.2014;14;1;1;0;3;51;12;4;2014
15.12.2014;15;2;0;0;3;51;12;4;2014
16.12.2014;16;3;0;0;3;51;12;4;2014
17.12.2014;17;4;0;0;3;51;12;4;2014
18.12.2014;18;5;0;0;3;51;12;4;2014
19.12.2014;19;6;0;0;3;51;12;4;2014
20.12.2014;20;7;1;0;3;51;12;4;2014
21.12.2014;21;1;1;0;4;52;12;4;2014
22.12.2014;22;2;0;0;4;52;12;4;2014
23.12.2014;23;3;0;0;4;52;12;4;2014
24.12.2014;24;4;0;0;4;52;12;4;2014
25.12.2014;25;5;0;1;4;52;12;4;2014
26.12.2014;26;6;0;0;4;52;12;4;2014
27.12.2014;27;7;1;0;4;52;12;4;2014
28.12.2014;28;1;1;0;5;53;12;4;2014
29.12.2014;29;2;0;0;5;53;12;4;2014
30.12.2014;30;3;0;0;5;53;12;4;2014
31.12.2014;31;4;0;0;5;53;12;4;2014
01.01.2015;1;5;0;1;1;1;1;1;2015
02.01.2015;2;6;0;0;1;1;1;1;2015
03.01.2015;3;7;1;0;1;1;1;1;2015
04.01.2015;4;1;1;0;2;2;1;1;2015
05.01.2015;5;2;0;0;2;2;1;1;2015
06.01.2015;6;3;0;0;2;2;1;1;2015
07.01.2015;7;4;0;0;2;2;1;1;2015
08.01.2015;8;5;0;0;2;2;1;1;2015
09.01.2015;9;6;0;0;2;2;1;1;2015
10.01.2015;10;7;1;0;2;2;1;1;2015
11.01.2015;11;1;1;0;3;3;1;1;2015
12.01.2015;12;2;0;0;3;3;1;1;2015
13.01.2015;13;3;0;0;3;3;1;1;2015
14.01.2015;14;4;0;0;3;3;1;1;2015
15.01.2015;15;5;0;0;3;3;1;1;2015
16.01.2015;16;6;0;0;3;3;1;1;2015
17.01.2015;17;7;1;0;3;3;1;1;2015
18.01.2015;18;1;1;0;4;4;1;1;2015
19.01.2015;19;2;0;1;4;4;1;1;2015
20.01.2015;20;3;0;0;4;4;1;1;2015
21.01.2015;21;4;0;0;4;4;1;1;2015
22.01.2015;22;5;0;0;4;4;1;1;2015
23.01.2015;23;6;0;0;4;4;1;1;2015
24.01.2015;24;7;1;0;4;4;1;1;2015
25.01.2015;25;1;1;0;5;5;1;1;2015
26.01.2015;26;2;0;0;5;5;1;1;2015
27.01.2015;27;3;0;0;5;5;1;1;2015
28.01.2015;28;4;0;0;5;5;1;1;2015
29.01.2015;29;5;0;0;5;5;1;1;2015
30.01.2015;30;6;0;0;5;5;1;1;2015
31.01.2015;31;7;1;0;5;5;1;1;2015
01.02.2015;1;1;1;0;1;6;2;1;2015
02.02.2015;2;2;0;0;1;6;2;1;2015
03.02.2015;3;3;0;0;1;6;2;1;2015
04.02.2015;4;4;0;0;1;6;2;1;2015
05.02.2015;5;5;0;0;1;6;2;1;2015
06.02.2015;6;6;0;0;1;6;2;1;2015
07.02.2015;7;7;1;0;1;6;2;1;2015
08.02.2015;8;1;1;0;2;7;2;1;2015
09.02.2015;9;2;0;0;2;7;2;1;2015
10.02.2015;10;3;0;0;2;7;2;1;2015
11.02.2015;11;4;0;0;2;7;2;1;2015
12.02.2015;12;5;0;0;2;7;2;1;2015
13.02.2015;13;6;0;0;2;7;2;1;2015
14.02.2015;14;7;1;0;2;7;2;1;2015
15.02.2015;15;1;1;0;3;8;2;1;2015
16.02.2015;16;2;0;1;3;8;2;1;2015
17.02.2015;17;3;0;0;3;8;2;1;2015
18.02.2015;18;4;0;0;3;8;2;1;2015
19.02.2015;19;5;0;0;3;8;2;1;2015
20.02.2015;20;6;0;0;3;8;2;1;2015
21.02.2015;21;7;1;0;3;8;2;1;2015
22.02.2015;22;1;1;0;4;9;2;1;2015
23.02.2015;23;2;0;0;4;9;2;1;2015
24.02.2015;24;3;0;0;4;9;2;1;2015
25.02.2015;25;4;0;0;4;9;2;1;2015
26.02.2015;26;5;0;0;4;9;2;1;2015
27.02.2015;27;6;0;0;4;9;2;1;2015
28.02.2015;28;7;1;0;4;9;2;1;2015
01.03.2015;1;1;1;0;1;10;3;1;2015
